City,Place Name,Zipcode,Name
Deusto,mercedes_benz,,unknown,"AGUINAGA COMERCIAL, S.L."
Amorebieta,mercedes_benz,,unknown,"AGUINAGA COMERCIAL, S.L."
Leioa,mercedes_benz,,unknown,"AGUINAGA COMERCIAL, S.L."
Zestoa,mercedes_benz,,unknown,"TALLERES LIZARRALDE, S.L."
Olaberría,mercedes_benz,,unknown,"GOIKO AUTO XXI, S.L."
Barakaldo,mercedes_benz,,unknown,"AGUINAGA COMERCIAL, S.L."
Donostia-San Sebastián,mercedes_benz,,unknown,"GOIKO AUTO XXI, S.L."
Irura,mercedes_benz,,unknown,"IRURA MOTOR, S.A."
Amorebieta-Etxano,mercedes_benz,,unknown,"VIP AGUINAGA, S.L."
Vitoria-Gasteiz,mercedes_benz,,unknown,"AUTO ELECTRICIDAD ONDO, S.A."
Deba,mercedes_benz,,unknown,"AUTO REPARACIONES DEBA, S.L. "
Vitoria,mercedes_benz,,unknown,"AUTO ELECTRICIDAD ONDO, S.A."
