City,Place Name,Zipcode,Name
Avignon,footlocker,,unknown,"Foot Locker in Avignon: Avignon, Poitou-Charentes | Approved | Own It"
Vitrolles,footlocker,,unknown,"Foot Locker in Vitrolles (marseille): Vitrolles, Poitou-Charentes | Approved | Own It"
Toulon,footlocker,,unknown,"Foot Locker in Toulon: Toulon, Poitou-Charentes | Approved | Own It"
Saint-Laurent-du-Var,footlocker,,unknown,"Foot Locker in St-laurent-du-var, Nice: Saint-Laurent-du-Var, Poitou-Charentes | Approved | Own It"
Poitiers,footlocker,,unknown,"Foot Locker in Poitiers: Poitiers, Poitou-Charentes | Approved | Own It"
Nice,footlocker,,unknown,"Foot Locker in Nice: Nice, Poitou-Charentes | Approved | Own It"
Montfavet,footlocker,,unknown,"Foot Locker in Montfavet: Montfavet, Poitou-Charentes | Approved | Own It"
Marseille,footlocker,,unknown,"Foot Locker in Marseille: Marseille, Poitou-Charentes | Approved | Own It"
La Rochelle,footlocker,,unknown,"Foot Locker in La Rochelle: La Rochelle, Poitou-Charentes | Approved | Own It"
Cannes,footlocker,,unknown,"Foot Locker in Cannes: Cannes, Poitou-Charentes | Approved | Own It"
Cagnes-sur-mer,footlocker,,unknown,"Foot Locker in Cagnes-sur-mer: Cagnes-sur-mer, Poitou-Charentes | Approved | Own It"
Cabries,footlocker,,unknown,"Foot Locker in Cabries (kids): Cabries, Poitou-Charentes | Approved | Own It"
Angouleme,footlocker,,unknown,"Foot Locker in Angouleme: Angouleme, Poitou-Charentes | Approved | Own It"
