City,Place Name,Zipcode,Name
Vicenza,footlocker,,unknown,"Foot Locker in Vicenza: Vicenza, Veneto | Approved | Own It"
Verona,footlocker,,unknown,"Foot Locker in Verona: Verona, Veneto | Approved | Own It"
Venezia,footlocker,,unknown,"Foot Locker in Venezia: Venezia, Veneto | Approved | Own It"
Treviso,footlocker,,unknown,"Foot Locker in Treviso: Treviso, Veneto | Approved | Own It"
Portogruaro,footlocker,,unknown,"Foot Locker in Portogruaro: Portogruaro, Veneto | Approved | Own It"
Padova,footlocker,,unknown,"Foot Locker in Padova: Padova, Veneto | Approved | Own It"
Mestre,footlocker,,unknown,"Foot Locker in Mestre: Mestre, Veneto | Approved | Own It"
Marghera,footlocker,,unknown,"Foot Locker in Marghera: Marghera, Veneto | Approved | Own It"
Marcon,footlocker,,unknown,"Foot Locker in Marcon: Marcon, Veneto | Approved | Own It"
Lonato,footlocker,,unknown,"Foot Locker in Lonato del Garda (BS): Lonato, Veneto | Approved | Own It"
Conegliano Veneto,footlocker,,unknown,"Foot Locker in Conegliano Veneto: Conegliano Veneto, Veneto | Approved | Own It"
Lugagnano,footlocker,,unknown,"Foot Locker in Lugagnano: Lugagnano, Veneto | Approved | Own It"
