City,Place Name,Zipcode,Name
Brăila,nissan_europe,,unknown,APAN
Galați,nissan_europe,,unknown,APAN
Oradea,nissan_europe,,unknown,AUTO BARA & CO
Baia-Mare,nissan_europe,,unknown,AUTO BECORO
București,nissan_europe,,unknown,SERUS
Timișoara,nissan_europe,,unknown,AUTO EUROPA
Piatra Neamţ,nissan_europe,,unknown,AUTO MOLDOVA
Valea Lupului,nissan_europe,,unknown,CASA AUTO Valea Lupului
Scheia,nissan_europe,,unknown,DAREX AUTO
Bacău,nissan_europe,,unknown,DAREN AUTOMOBILE
Brașov,nissan_europe,,unknown,EURO MOTOR
Râmnicu Vâlcea,nissan_europe,,unknown,FLAMICOM IMPEX
Mărăcineni,nissan_europe,,unknown,GENERAL AUTOCOM
Focșani,nissan_europe,,unknown,GENERAL AUTOCOM
Târgu Jiu,nissan_europe,,unknown,LAZĂR SERVICE COM
Târgu Mureș,nissan_europe,,unknown,MATEROM AUTO EXPERT
Miercurea Ciuc,nissan_europe,,unknown,MIDA
Craiova,nissan_europe,,unknown,REDAC
Blejoi,nissan_europe,,unknown,SERUS
Deva,nissan_europe,,unknown,SERVICE AUTOMOBILE
Cluj Napoca,nissan_europe,,unknown,TI SUEROM AUTO 
Constanța,nissan_europe,,unknown,TOTAL SERVICE INTERNAȚIONAL
Șelimbăr,nissan_europe,,unknown,TRANSILVANIA AUTOMOBILE
Arad,nissan_europe,,unknown,VERBIŢĂ
Pitești,nissan_europe,,unknown,DAPEROM GRUP AUTO SRL
