City,Place Name,Zipcode,Name
unknown,aldi_sud_ie,,unknown,"ALDI Dublin Road, Tullow"
unknown,allied_irish_banks_ie,,unknown,AIB Bank - Carlow
unknown,inver,Church St Kilcarrig Muine Bheag Co. Carlow,unknown,Inver Muine Bheag
unknown,inver,Graigue Carlow R93 K2V3,unknown,Inver Carlow
unknown,inver,Kilree Bagenalstown Carlow,unknown,Inver Bagenalstown
Tullow,lidl_ie,,unknown,Tullow
Carlow,lidl_ie,,unknown,Carlow
Carlow,maxol_ie,,unknown,Hannon's Maxol Service Station
CO. CARLOW,next,,unknown,CARLOW - FAIRGREEN RETAIL PARK
Carlow,subway,,unknown,Subway
CORK,visa,,unknown,unknown
TULLOW,visa,,unknown,unknown
CARLOW,visa,,unknown,unknown
