Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://locations.auntieannes.com/#7745,auntie_annes,Auntie Anne's I-80 Motorway Travel Plaza,,Columbia,NJ,,US,+1 908-498-7001,https://locations.auntieannes.com/nj/columbia/15-17-simpson-rd,Mo-Su 11:00-19:00,Auntie Anne's,Q4822010
66206,citi,ATM New Jersey I-80,,Columbia,NJ,,US,,,,Citibank,Q857063
28058,citi,ATM 7ELEVEN-FCTI,,Columbia,NJ,,US,,,,Citibank,Q857063
200327239,exxonmobil,Mobil,,COLUMBIA,NJ,,US,,https://www.exxon.com/en/find-station/mobil-columbia-nj-mobil-200327239,Mo-Su 06:00-00:00,Mobil,Q109676002
200310929,exxonmobil,TA COLUMBIA #6,,COLUMBIA,NJ,,US,+1 908-496-4124,https://www.exxon.com/en/find-station/exxon-columbia-nj-tacolumbia6-200310929,24/7,Exxon,Q109675651
nj_columbia_2-simpson-road,pizza_hut_us,2 Simpson Road,,Columbia,NJ,,US,,https://locations.pizzahut.com/nj/columbia/2-simpson-road,,Pizza Hut,Q191615
41972,seven_eleven_ca_us,41972,,Columbia,NJ,,US,+1 800-255-0711,https://www.7-eleven.com/locations/nj/columbia/25-us-hwy-46-41972,,7-Eleven,Q259340
4139,shellrecharge,Columbia NJ Shell,,Columbia,NJ,,US,,,,Shell Recharge,Q105883058
0123407900,sunoco_us,Sunoco,,COLUMBIA,NJ,,US,+1 201-390-3666,,Mo-Su 06:00-00:00,Sunoco,Q1423218
https://locations.tacobell.com/#17283410,taco_bell,Taco Bell,,Columbia,NJ,,US,+1 908-496-4124,https://locations.tacobell.com/nj/columbia/2-simpson-road.html,,Taco Bell,Q752941
1358787,usps,COLUMBIA,,COLUMBIA,NJ,,US,+1 908-496-4191,,"Mo-Fr 08:30-12:00,13:00-16:30; Sa 09:00-12:00",United States Postal Service,Q668687
0783200002,usps_collection_boxes,USPS COLLECTION BOX - BLUE BOX,2 SIMPSON RD,COLUMBIA,NJ,,US,,,,United States Postal Service,Q668687
0783200001,usps_collection_boxes,USPS COLLECTION BOX - BLUE BOX,27 DECATUR ST,COLUMBIA,NJ,,US,,,,United States Postal Service,Q668687
0783200004,usps_collection_boxes,USPS COLLECTION BOX - PO LOBBY,27 DECATUR ST,COLUMBIA,NJ,,US,,,,United States Postal Service,Q668687
0783200006,usps_collection_boxes,USPS COLLECTION BOX - PO LOBBY,27 DECATUR ST,COLUMBIA,NJ,,US,,,,United States Postal Service,Q668687
,visa,,,COLUMBIA,NJ,,US,,,,,
88ca1f93c9521f61d368f82f02f0b5f9,western_union,7-ELEVEN #41972,,Columbia,NJ,,US,+1 908-496-4472,https://location.westernunion.com/us/nj/columbia/88ca1f93c9521f61d368f82f02f0b5f9,,Western Union,Q861042
