City,Place Name,Zipcode,Name
Rome,botteg_aveneta,,unknown,Rome - Via Condotti
Latina,dan_john,,unknown,Dan John Latina
Ostia,dan_john,,unknown,Dan John Ostia
Roma,dan_john,,unknown,Dan John Roma - Via Nazionale 201
Viterbo,dan_john,,unknown,Dan John Viterbo
Cassino,dan_john,,unknown,Dan John Cassino
 Roma ,dan_john,,unknown,DAN JOHN ROMA - VIA DEI GIUBBONARI
Aprilia,dan_john,,unknown,Dan John Aprilia
Guidonia,dan_john,,unknown,Dan John Guidonia
Formia,dan_john,,unknown,Dan John Formia - CC Itaca
Aprilia,dr_max,,unknown,"Farmacia Dr. Max Aprilia Lauri, Via dei Lauri 110"
Minturno,dr_max,,unknown,"Farmacia Dr. Max Minturno Appia, Via Appia 1092"
Pontinia,dr_max,,unknown,"Farmacia Dr. Max Pontinia Cavour, Via Camillo Benso Conte di Cavour 33"
Aquino,dr_max,,unknown,"Farmacia Dr. Max Aquino Paolo, Piazza Paolo VI 1"
Roma,dr_max,,unknown,"Farmacia Dr. Max Roma Tiburtino, Via del Forte Tiburtino 162"
Fara in Sabina,dr_max,,unknown,"Parafarmacia Dr. Max Fara in Sabina, Via Giovanni Falcone 8, loc. Passo Corese"
Fonte Nuova,dr_max,,unknown,"Farmacia Dr. Max Fontenuova Palombarese, Via Palombarese, 10 "
Valmontone,dr_max,,unknown,"Farmacia Dr. Max Valmontone Artena, Via Artena 66"
Ostia,dr_max,,unknown,"Farmacia Dr. Max Ostia Zattere, Via delle Zattere 9b, 11, 13, 15, 17"
Roma,ewiva_it,via Flaminia 871 Roma,unknown,unknown
Valmontone,ewiva_it,QX75+42 Valmontone,unknown,unknown
CISTERNA DI LATINA,ewiva_it,HRHQ+3H Cisterna di Latina Provincia di Latina,unknown,unknown
FIANO ROMANO,ewiva_it,Via Tiberina 13 Fiano Romano,unknown,unknown
MONTALTO DI CASTRO,ewiva_it,8JR8+X9 S.s. Aurelia-località Arcipretura Provincia di Viterbo,unknown,unknown
CEPRANO,ewiva_it,GGV6+MV Ceprano Provincia di Frosinone Italia,unknown,unknown
FERENTINO,ewiva_it,M78X+VM Roana Provincia di Frosinone,unknown,unknown
CIVITAVECCHIA,ewiva_it,Via Antonino Siligato n.5 A,unknown,unknown
APRILIA,ewiva_it,Via Vespasiano 04011 Aprilia LT,unknown,unknown
MENTANA,ewiva_it,Via Giovanni Giolitti 00013 Mentana RM,unknown,unknown
Guidonia Montecelio,ewiva_it,Via Francesco Zambeccari 9 00012 Guidonia Montecelio RM,unknown,unknown
Campagnano di Roma,ewiva_it,Via della Mola Maggiorana 00063 Campagnano di Roma RM,unknown,unknown
VITERBO,ewiva_it,Via Giuseppe Saragat 26,unknown,unknown
RONCIGLIONE,ewiva_it,Viale della Resistenza 23B 01037 Ronciglione VT,unknown,unknown
Ladispoli,ewiva_it,Via Yvon de Begnac (Teatro)  00055 Ladispoli RM,unknown,unknown
Latina,ewiva_it,VIA ISONZO 152,unknown,unknown
Fiuggi,ewiva_it,Piazza Stazione Acotral Fiuggi FR 03014,unknown,unknown
Bracciano,ewiva_it,Via Claudia Braccianese,unknown,unknown
VELLETRI,ewiva_it,VIA LATA ang. Via Del Boschetto,unknown,unknown
Roma,ewiva_it,00191 Roma RM Corso di Francia 212,unknown,unknown
ROMA,ewiva_it,Via Greve 88 00146 Roma RM,unknown,unknown
Bassano in Teverina,ewiva_it,Km 40+940 SS675 01030 Bassano in Teverina VT Italia,unknown,unknown
FIUMICINO,ewiva_it,Via della Foce Micina 00054 Fiumicino RM Italia,unknown,unknown
MARINO,ewiva_it,Via Cave di Peperino snc 00047 Marino RM,unknown,unknown
SAN CESAREO,ewiva_it,Via Giuseppe Lombardo Radice 41 00030 San Cesareo RM Italia,unknown,unknown
NETTUNO,ewiva_it,Via Scipione Borghese 91 Nettuno RM,unknown,unknown
Roma (RM),hm,,unknown,Centro Commerciale GranRoma
Latina (LT),hm,,unknown,Corso della Repubblica 165
Viterbo,hm,,unknown,Via Giacomo Matteotti 40
LATINA,mercedes_benz,,unknown,NEW CARS EURO S.N.C. DI SPADON FABIO & PEPE SALVATORE
Monterotondo - Roma,mercedes_benz,,unknown,Daimler Buses Italia S.p.A.
Monterotondo,mercedes_benz,,unknown,ROSSI S.r.l.
ROMA,mercedes_benz,,unknown,AUTOTORINO S.p.A.
Formia,mercedes_benz,,unknown,L'AUTO. S.r.l.
Roma,mercedes_benz,,unknown,AUTOTORINO S.p.A.
Ladispoli (RM),mercedes_benz,,unknown,TECNOSTAR di Pelliccioni Felice
Anagni (FR),mercedes_benz,,unknown,AREA CENTRO S.r.l.
Pomezia,mercedes_benz,,unknown,CAMI S.r.l.
Frosinone,mercedes_benz,,unknown,L'AUTO. S.r.l.
CASSINO,mercedes_benz,,unknown,AUTOSTERN 2 S.r.l.
Anzio,mercedes_benz,,unknown,CICCONI S.r.l.
APRILIA,mercedes_benz,,unknown,AUTOMAR S.r.l.
Cisterna di Latina ,mercedes_benz,,unknown,L'AUTO. S.r.l.
Viterbo,mercedes_benz,,unknown,ROSSI S.r.l.
Ostia,ovs,,unknown,OVS Ostia
Roma,ovs,,unknown,OVS Kids Roma - Fidene
Nettuno,ovs,,unknown,OVS Nettuno
Civitavecchia,ovs,,unknown,OVS Civitavecchia
Formia,ovs,,unknown,OVS Formia
Rieti,ovs,,unknown,OVS Rieti
Latina,ovs,,unknown,OVS Latina
Fiumicino,ovs,,unknown,OVS Fiumicino - Parco Vinci
Frosinone,ovs,,unknown,OVS Frosinone
Viterbo,ovs,,unknown,OVS Viterbo
Monterotondo,ovs,,unknown,OVS Monterotondo
Orte,ovs,,unknown,OVS Orte
Tivoli,ovs,,unknown,OVS Tivoli
Aprilia,ovs,,unknown,OVS Aprilia
Fondi,ovs,,unknown,OVS Fondi
Anguillara Sabazia,ovs,,unknown,OVS Kids Anguillara Sabazia
Cerveteri,ovs,,unknown,OVS Kids Cerveteri
Cassino,ovs,,unknown,OVS Kids Cassino - C.so Repubblica
Santa Marinella,ovs,,unknown,OVS Kids Santa Marinella
Anagni,ovs,,unknown,OVS Anagni
Colleferro,ovs,,unknown,OVS Colleferro
Velletri,ovs,,unknown,OVS Velletri
Sora,ovs,,unknown,OVS Sora
Manziana,ovs,,unknown,OVS Manziana
Ladispoli,ovs,,unknown,OVS Ladispoli
Pontecorvo,ovs,,unknown,OVS Kids Pontecorvo
Minturno,ovs,,unknown,OVS Kids Minturno
Pomezia,ovs,,unknown,OVS Pomezia - Via dei Castelli Romani
Ciampino,ovs,,unknown,OVS Ciampino
Ceccano,ovs,,unknown,OVS Kids Ceccano
Fonte Nuova,ovs,,unknown,OVS Kids Fonte Nuova
Cisterna Di Latina,ovs,,unknown,OVS Kids Cisterna di Latina
Palestrina,ovs,,unknown,OVS Kids Palestrina
Terracina,ovs,,unknown,OVS Terracina
Sezze,ovs,,unknown,OVS Kids Sezze
Santi Cosma E Damiano,ovs,,unknown,OVS Kids Santi Cosma e Damiano
Alatri,ovs,,unknown,OVS Kids Alatri
Ferentino,ovs,,unknown,OVS Kids Ferentino
Ceprano,ovs,,unknown,OVS Ceprano
Ariccia,ovs,,unknown,OVS Ariccia
Tarquinia,ovs,,unknown,OVS Tarquinia - Via Vincenzo Ferri
Priverno,ovs,,unknown,OVS Kids Priverno
Guidonia Montecelio,ovs,,unknown,OVS Kids Guidonia
Gaeta,ovs,,unknown,OVS Kids Gaeta
Fiuggi,ovs,,unknown,OVS Kids Fiuggi
Palombara Sabina,ovs,,unknown,OVS Palombara Sabina
Anzio,ovs,,unknown,OVS Kids Anzio
Marino,ovs,,unknown,OVS Kids Albano Laziale
Civita Castellana,ovs,,unknown,OVS Civita Castellana
Vetralla,ovs,,unknown,OVS Kids Vetralla
Frascati,ovs,,unknown,OVS Frascati
Capena,ovs,,unknown,OVS Capena ex risparmio casa
Roma Bufalotta,ovs,,unknown,OVS Roma Bufalotta
Giglio Di Veroli,ovs,,unknown,OVS Kids Veroli
Poggio Mirteto,ovs,,unknown,OVS Kids Poggio Mirteto
Valmontone,ovs,,unknown,OVS Valmontone Outlet
Montefiascone,ovs,,unknown,OVS Montefiascone
Sermoneta,ovs,,unknown,OVS Sermoneta Kids
Roma Marconi,ovs,,unknown,OVS Kids Roma Marconi 
Poggio Moiano,ovs,,unknown,OVS Poggio Moiano Osteria Nuova
Sabaudia,ovs,,unknown,OVS Kids Sabaudia
Roma,penny,,unknown,PENNY
Viterbo,penny,,unknown,PENNY
Aprilia,penny,,unknown,PENNY
Frosinone,penny,,unknown,PENNY
Montefiascone,penny,,unknown,PENNY
Asti,penny,,unknown,PENNY
Pico,sigma_it,,unknown,73240
Veroli,sigma_it,,unknown,ok-sigma-di-veroli-viti
TARQUINIA,sigma_it,,unknown,sigma-superstore-di-tarquinia-sp-porto-clementino
Roma,sigma_it,,unknown,74091
Viterbo,sigma_it,,unknown,sigma-di-viterbo-cattaneo
Vetralla,sigma_it,,unknown,sigma-di-vetralla-pietrella
Terracina,sigma_it,,unknown,sigma-di-terracina-appia-antica
Sant'Ambrogio Sul Garigliano,sigma_it,,unknown,sigma-di-santambrogio-sul-garigliano-santa-maria
San Felice Circeo,sigma_it,,unknown,sigma-di-san-felice-circeo-sabaudia
Ripi,sigma_it,,unknown,sigma-di-ripi-succurre-miseris
Pomezia,sigma_it,,unknown,sigma-di-pomezia-ovidio
Nettuno,sigma_it,,unknown,sigma-di-nettuno-aldo-moro
Morolo,sigma_it,,unknown,sigma-di-morolo-piano
Monte San Giovanni Campano,sigma_it,,unknown,ok-sigma-di-monte-san-giovanni-campano-le-gotte
Isola Del Liri,sigma_it,,unknown,sigma-di-isola-del-liri-bottaro
Gaeta,sigma_it,,unknown,ok-sigma-di-gaeta-indipendenza
Formello,sigma_it,,unknown,sigma-di-formello-formellese
Fondi,sigma_it,,unknown,ok-sigma-di-fondi-di-vito
Albano Laziale,sigma_it,,unknown,sigma-di-albano-laziale-del-mare
Torvaianica,sigma_it,,unknown,ok-sigma-di-torvaianica-lungomare
Sperlonga,sigma_it,,unknown,ok-sigma-di-sperlonga-colombo
San Giorgio A Liri,sigma_it,,unknown,ok-sigma-di-san-giorgio-a-liri-spatuzzi
ITRI,sigma_it,,unknown,ok-sigma-di-itri-balbo
Grotte Santo Stefano,sigma_it,,unknown,ok-sigma-di-grotte-santo-stefano-calabria
BOVILLE ERNICA,sigma_it,,unknown,ok-sigma-di-boville-ernica-fontana-rosa
Anzio,sigma_it,,unknown,ok-sigma-di-anzio-consorzio
Alatri,sigma_it,,unknown,ok-sigma-di-alatri-tecchiena
Lenola,sigma_it,,unknown,74114
Ceccano,sigma_it,,unknown,73751
Pontecorvo,sigma_it,,unknown,73438
Fiuggi,sigma_it,,unknown,73430
Manziana,tedi,,unknown,TEDi Commercio S.r.l.
Bracciano,tedi,,unknown,TEDi Commercio S.r.l.
Viterbo,tedi,,unknown,TEDi Commercio S.r.l.
Roma,tedi,,unknown,TEDi Commercio S.r.l.
Castel Romano,tedi,,unknown,TEDi Commercio S.r.l.
Monterotondo,tedi,,unknown,TEDi Commercio S.r.l.
Roma Anagnina,tedi,,unknown,TEDi Commercio S.r.l.
Pomezia,tedi,,unknown,TEDi Commercio S.r.l.
Ariccia,tedi,,unknown,TEDi Commercio S.r.l.
Anzio (RM),tedi,,unknown,TEDi Commercio S.r.l.
Piedimonte S. Germano,tedi,,unknown,TEDi Commercio S.r.l.
Frosinone,tedi,,unknown,TEDi Commercio S.r.l.
Latina,tedi,,unknown,TEDi Commercio S.r.l.
Latina,timberland,,unknown,Timberland - Aprilia
CASTEL ROMANO RM,timberland,,unknown,Timberland - Castel Romano
CITTA' SANT'ANGELO,timberland,,unknown,Timberland OUTLET - Citt√† Sant'Angelo
LADISPOLI RM,timberland,,unknown,Timberland - Ladispoli
ROMA,timberland,,unknown,Timberland - Roma
FIUMICINO RM,timberland,,unknown,Timberland - Roma
Roma,timberland,,unknown,Timberland - Roma
Torino,timberland,,unknown,Timberland - Turin - Via Roma
VALMONTONE RM,timberland,,unknown,Timberland OUTLET - Valmontone
