City,Place Name,Zipcode,Name
La Serena,audi,Balmaceda 3570 1700000 La Serena,unknown,Carmona
Ovalle,fedex,,unknown,Centro de Envío FedEx
Los Vilos,fedex,,unknown,Centro de Envío FedEx
Coquimbo,fedex,,unknown,Centro de Envío FedEx
La Serena,mercedes_benz,,unknown,COMERCIAL KAUFMANN S.A.
La Serena,nike,,unknown,Nike Serena
Machali,starbucks_ar_cl,,unknown,Machali DT
Concepción,starbucks_ar_cl,,unknown,Coquimbo
La serena,starbucks_ar_cl,,unknown,Mall Plaza La Serena
VICUÑA,visa,,unknown,unknown
MONTE PATRIA,visa,,unknown,unknown
LA HIGUERA,visa,,unknown,unknown
ANDACOLLO,visa,,unknown,unknown
LA SERENA,visa,,unknown,unknown
COMBARBALÁ,visa,,unknown,unknown
COQUIMBO,visa,,unknown,unknown
OVALLE,visa,,unknown,unknown
SALAMANCA,visa,,unknown,unknown
PUNITAQUI,visa,,unknown,unknown
ILLAPEL,visa,,unknown,unknown
CANELA,visa,,unknown,unknown
LOS VILOS,visa,,unknown,unknown
Tongoy,western_union,,unknown,CHILEXPRESS S A
Coquimbo,western_union,,unknown,CHILEXPRESS SA
Tierras Blancas,western_union,,unknown,CHILEXPRESS SA
Alto Penuelas,western_union,,unknown,CHILEXPRESS SA
La Serena,western_union,,unknown,CHILEXPRESS SA
Vicuna,western_union,,unknown,CHILEXPRESS SA
Combarbala,western_union,,unknown,CHILEXPRESS SA
Illapel,western_union,,unknown,CHILEXPRESS SA
Salamanca,western_union,,unknown,CHILEXPRESS SA
La Serena( Ulriksen),western_union,,unknown,JUMBO LA SERENA( ULRIKSEN)
Ovalle,western_union,,unknown,CHILEXPRESS SA
Andacollo,western_union,,unknown,CHILEXPRESS SA
Punitaqui,western_union,,unknown,CHILEXPRESS SA
Canela,western_union,,unknown,CHILEXPRESS SA
