City,Place Name,Zipcode,Name
Fatoto,western_union,,unknown,AMM FINANCIAL SERVICES
Banjul,western_union,,unknown,YONNA FOREX BUREAU
Brifu,western_union,,unknown,YONNA FOREX BUREAU
Gambisara,western_union,,unknown,EASY FINANCIAL GAMBISARA
Urr,western_union,,unknown,EASY FINANCIAL BASSE
Koina,western_union,,unknown,HAROUNA BUREAU
Fulladu East,western_union,,unknown,ZENITH BANK ALLUNHAREH
Numuyel,western_union,,unknown,YONNA FOREX BUREAU
Basse,western_union,,unknown,EASY FINANCIAL SERVICES
Demba Kunda,western_union,,unknown,ZENITH BANK DEMBA KUNDA
Basse Santa Su,western_union,,unknown,AMM FINANCIAL BASSE
Bac,western_union,,unknown,MSJ BUREAU DE CHANGE LIMITED
Diabugu,western_union,,unknown,EASY FINANCIAL
Brikama,western_union,,unknown,YONNA FOREX
Amdalie,western_union,,unknown,YONNA FOREX
Jangjanbureh,western_union,,unknown,SAMBA TAKO
Wasu,western_union,,unknown,AB FOREX BUREAU WASU 2
Serrekunda,western_union,,unknown,ZENITH BANK
