City,Place Name,Zipcode,Name
BANJARMASIN,visa,,unknown,unknown
Tanah Bumbu,western_union,,unknown,PT POS KPC MANTEWE
Kotabaru,western_union,,unknown,PT POS KPC TEGALREJO
Banjarbaru,western_union,,unknown,PT POS KPC LANDASANULINTENGAH
Hulu Sungai Selatan,western_union,,unknown,PT POS KPRK KANDANGAN
Batu Licin,western_union,,unknown,BRI KC BATULICIN
Banjar,western_union,,unknown,BSI KCP MARTAPURA
Banjarmasin,western_union,,unknown,PT POS KPC KURIPAN
Hulu Sungai Utara,western_union,,unknown,PT POS KPC PENDAWAN BARU
Banjar Baru,western_union,,unknown,MAYBANK KCP BANJARBARU
Tanah Laut,western_union,,unknown,PT POS KPC ASAMASAM
Samarinda,western_union,,unknown,BRI KC AMUNTAI
Tabalong,western_union,,unknown,PT POS KPC MURUNG PUDAK
Tapin,western_union,,unknown,PT POS INDONESIA KCP SALAM BABARIS
Amuntai,western_union,,unknown,PT POS KPRK AMUNTAI
Balikpapan,western_union,,unknown,BRI KC BALIKPAPAN SUDIRMAN
