City,Place Name,Zipcode,Name
Qaa,western_union,,unknown,MOUFAWAD MTANOUS TOUMA FOR GEN
Hermel,western_union,,unknown,AL JOUD GROUPE STORE HERMEL
Qasr,western_union,,unknown,AMHAZ TECH STORE II HERMEL
Fekha,western_union,,unknown,MOBAYLAK
Ersal,western_union,,unknown,KARTOUN  ERSAL
Fakeha,western_union,,unknown,ANTOUN KANEJ AOUN FOR GENERAL TRADE STOR
Shmestar,western_union,,unknown,HI MOBILE STORE SHMESTAR
Dahr El Ahmar,western_union,,unknown,IZONE CELL STORE DAHER EL AHMAR
Jib Jannine,western_union,,unknown,AR   ELECTRONICS STORE JIB JANNIN
Kab Elias,western_union,,unknown,ONE KING CELL STORE KAB ELIAS
Chtaura,western_union,,unknown,TAALBAYA REAL ESTATE STORE CHTOURA
Saadnayel,western_union,,unknown,CLICK BY AHMAD STORE SAADNAYEL
Taalabaya,western_union,,unknown,BEYROUTY CELL STORE TAALABAYA
Zahle,western_union,,unknown,MOUTRAN FOR TRANSPORTATION STORE
Tamnin,western_union,,unknown,BA  CELL FOR GENERAL TRADING EST
Tammine Al Tahta,western_union,,unknown,TELECOM CELL STORE  TAMNINE AL
Bednail,western_union,,unknown,SANDS CELL STORE BEDNAYEL
Hosh Ghanem,western_union,,unknown,CELL YASSIN STORE HOSH EL GHANAM
Hellanye,western_union,,unknown,HELLANY UNITED STORE HELLANIYE
Shemstar,western_union,,unknown,WISTER CELL STORE SHMESTAR
Beit Chama,western_union,,unknown,RAMA MOBILE CELL STORE BEIT CHAMA
Nabi Shit,western_union,,unknown,HAMZEH AL MOUSSAWI NABI SHIT
Chmestar,western_union,,unknown,ALI MOHAMAD EL TOUFAILY STORE
Kfar Dabach,western_union,,unknown,DIANA CELL STORE KFAR DABACH
Tarya,western_union,,unknown,LAMAR CELL STORE  TARYA
Britel,western_union,,unknown,ZONE CELL 08 STORE BRITTEL
Brital,western_union,,unknown,AL MOKHTAR TLEIS EST [BRITEL]
Bouday,western_union,,unknown,SHAMAS CELL STORE BOUDAY
Baalbek,western_union,,unknown,YAGHI CELL STORE BAALBAK
Majdaloun,western_union,,unknown,ABOU FADI MINI MARKET
Baalback,western_union,,unknown,BOB M3  BAALBEK CITY   KS
Baalbeck,western_union,,unknown,A2Z TRADING
Douris,western_union,,unknown,AWADA SAME STORE BAALBACK
Iaat,western_union,,unknown,TIA CROWN
Deir El Ahmar,western_union,,unknown,RED CELL
Nabi Chit,western_union,,unknown,HAMZEH NOUR EL DINE AL MOUSAWI STORES [N
Ain Borday-baalbak,western_union,,unknown,BOB M3 BAALBEK   MH
Chaat,western_union,,unknown,AL KARYA CELL STORE CHAAT
Jdeidet El Fakeha,western_union,,unknown,HMA PHONES AND ACCESSORIES
Ain,western_union,,unknown,ADEL BAKI FOR TRADING EST  BEKAA
Al Ain,western_union,,unknown,SALAM CELL 3
Laboueh,western_union,,unknown,HUSSEIN MACHHOUR RBAH FOR GENERAL
Labwe,western_union,,unknown,AMHAZ J SONS STORE  LABWEH
Aarsel,western_union,,unknown,MAYOR OFFICE FOR GENERAL TRADI
Beqaa,western_union,,unknown,PERFECT SERVICE EST HERMEL
Makne,western_union,,unknown,MEGA PHONE II STORE  MAKNE
