City,Place Name,Zipcode,Name
Pesaro,deichmann,,unknown,"DEICHMANN negozio Pesaro Loc. Torraccia, Via Yuri Gagarin"
Cagli,western_union,,unknown,CECCHINI ELENA
Mercatino Conca,western_union,,unknown,MINI FABIO
Urbania,western_union,,unknown,PAKISTAN MINIMARKET DI ABDULLAH MUHAMMAD
Macerata Feltria,western_union,,unknown,IL TABACCAIO DI MANGANI CARLO
Fermignano,western_union,,unknown,TOCCACIELI DOMENICO
Urbino,western_union,,unknown,VIZI AND SFIZI DI ROTARU LUCIANA
Pergola,western_union,,unknown,IL QUADRIFOGLIO DI AGOSTINI LUCA
Fossombrone,western_union,,unknown,FILIPPETTI GIORGIO
Pesaro,western_union,,unknown,ANYWHERE CALL S R L
Montelabbate,western_union,,unknown,UGOCCIONI GRAZIELLA
Vallefoglia,western_union,,unknown,BRIAMONTE ROSA
Gradara,western_union,,unknown,DE GIORGI DARIO
Terre Roveresche,western_union,,unknown,BARATTINI FEDERICA
Cartoceto Lucrezia,western_union,,unknown,CAFFETTERIA PETER PAN DI FAVA GIOVANNI
Fano,western_union,,unknown,ROSSI MATTEO
Monte Porzio,western_union,,unknown,TARSI PAOLINI FEDERICA
Mondolfo,western_union,,unknown,EURO PHONE CENTER DI MAHMUD SE
