Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
ca24173439af93fd4d9b2d934b4003a7,western_union,MUGUMU POST OFFICE,,Mugumu,MARA,,TZ,(+255) 22-684887822,https://location.westernunion.com/tz/mara/mugumu/ca24173439af93fd4d9b2d934b4003a7,Mo-Fr 08:00-16:30; Sa 09:00-12:00,Western Union,Q861042
64dacb0da437af6bc5c7d4a26994ad78,western_union,CRDB BANK NYAMONGO BRANCH,,Mara,MARA,,TZ,+255 22 221 9056,https://location.westernunion.com/tz/mara/mara/64dacb0da437af6bc5c7d4a26994ad78,Mo-Fr 08:30-18:30; Sa 08:30-14:30,Western Union,Q861042
c2feb4df608616c8cd02574dcc069004,western_union,CRDB BANK BUNDA BRANCH,,Bunda,MARA,,TZ,+255 22 212 9412,https://location.westernunion.com/tz/mara/bunda/c2feb4df608616c8cd02574dcc069004,Mo-Fr 08:00-17:30; Sa 09:00-14:00,Western Union,Q861042
76a4c5132819147896f8bd5833b2fd2e,western_union,NBC TARIME BRANCH,,Tarime,MARA,,TZ,(+255) 1-768984000,https://location.westernunion.com/tz/mara/tarime/76a4c5132819147896f8bd5833b2fd2e,Mo-Fr 08:00-18:00; Sa 08:00-16:00,Western Union,Q861042
30ad74fcd23fa3aa92653eed5be4fb5f,western_union,TCB TARIME,,Tarime,MARA,,TZ,(+252) 22-2110621-2681,https://location.westernunion.com/tz/mara/tarime/30ad74fcd23fa3aa92653eed5be4fb5f,Mo-Fr 08:30-16:00; Sa 09:00-12:30,Western Union,Q861042
01f61c0df7f0323e0574bb43295f0bef,western_union,TCB BUNDA,,Bunda,MARA,,TZ,(+252) 22-2110621-2691,https://location.westernunion.com/tz/mara/bunda/01f61c0df7f0323e0574bb43295f0bef,Mo-Fr 08:30-16:00; Sa 09:00-12:30,Western Union,Q861042
e89b83de2d657b25d677fd5c3188a80a,western_union,CRDB MUSOMA BRANCH,,Musoma,MARA,,TZ,+255 22 212 9412,https://location.westernunion.com/tz/mara/musoma/e89b83de2d657b25d677fd5c3188a80a,Mo-Fr 08:00-17:30; Sa 08:30-14:00,Western Union,Q861042
8cf1b665c426fc1889615493c2d39fd4,western_union,NBC MUSOMA BRANCH,,Musoma,MARA,,TZ,(+255) 1-768984000,https://location.westernunion.com/tz/mara/musoma/8cf1b665c426fc1889615493c2d39fd4,Mo-Fr 08:00-18:00; Sa 08:00-16:00,Western Union,Q861042
2c805e09560f495f4c4b61afb7454b77,western_union,TCB MUSOMA,,Musoma,MARA,,TZ,(+252) 22-2110621-2672,https://location.westernunion.com/tz/mara/musoma/2c805e09560f495f4c4b61afb7454b77,Mo-Fr 08:30-16:00; Sa 09:00-12:30,Western Union,Q861042
4c7148c91ef84852ca64e9264139359c,western_union,TCB MUSOMA,,Musoma,MARA,,TZ,(+252) 22-2110621-2672,https://location.westernunion.com/tz/mara/musoma/4c7148c91ef84852ca64e9264139359c,Mo-Fr 08:30-16:00; Sa 09:00-12:30,Western Union,Q861042
1ffdb18a7223a5b7794fbe9ebc29f0ad,western_union,MUSOMA HEAD POST OFFICE,,Musoma,MARA,,TZ,(+255) 22-684887985,https://location.westernunion.com/tz/mara/musoma/1ffdb18a7223a5b7794fbe9ebc29f0ad,Mo-Fr 08:00-16:30; Sa 09:00-12:00,Western Union,Q861042
