City,Place Name,Zipcode,Name
LEGUIZAMO,visa,,unknown,unknown
PUERTO LEGUIZAMO,visa,,unknown,unknown
PUERTO GUZMAN,visa,,unknown,unknown
PUERTO ASIS,visa,,unknown,unknown
VILLAGARZON,visa,,unknown,unknown
MOCOA,visa,,unknown,unknown
ORITO,visa,,unknown,unknown
VALLE DEL GUAMUEZ,visa,,unknown,unknown
SAN MIGUEL,visa,,unknown,unknown
SIBUNDOY,visa,,unknown,unknown
Santiago,western_union,,unknown,EFECTY SANTIAGO CRA 5
San Miguel,western_union,,unknown,EFECTY CL PCIPAL CORREGIMIENTO PTO COLON
Puerto Caicedo,western_union,,unknown,SUPERGIROS PTO CAICEDO CORRESP SAN PEDRO
Leguizamo,western_union,,unknown,SUPERGIROS LA HORMIGA TERMINAL
Valle Del Guamuez,western_union,,unknown,EFECTY LA HORMIGA JORDAN GUISIA
Puerto Legizamo,western_union,,unknown,SUPERGIROS PTO LEGUIZAMO C. PI�U�A NEGRO
Villagarzon,western_union,,unknown,SUPERGIROS PUERTO CAICEDO PUTUMAYO
Puerto Ospina,western_union,,unknown,SUPERGIROS PTO OSPINA CORRESP PUERTO OSP
Puerto Guzman,western_union,,unknown,SUPERGIROS PUERTO ASIS EVE
Mocoa,western_union,,unknown,EFECTY MOCOA NORMANDIA
Puerto Asis,western_union,,unknown,SUPERGIROS MOCOA PUTUMAYO
Colon,western_union,,unknown,EFECTY HOSPITAL CARRERA 8
Sibundoy,western_union,,unknown,SUPERGIROS PUERTO LEGUIZAMO PUTUMAYO
San Francisco,western_union,,unknown,EFECTY TIENDAS DANFER
Orito,western_union,,unknown,SUPERGIROS ORITO EMPALME
La Hormiga,western_union,,unknown,SUPERGIROS LA HORMIGA CORRESP SIBERIA
La Dorada,western_union,,unknown,SUPERGIROS LA DORADA CORRESP EL SABALO
Puerto Leguizamo,western_union,,unknown,EFECTY PRINCIPAL
