City,Place Name,Zipcode,Name
Managua,avis,,unknown,Avis Nicaragua Managua
unknown,deloitte,,unknown,Managua
MANAGUA,visa,,unknown,unknown
San Rafael Del Sur,western_union,,unknown,SAN RAFAEL DEL SUR V
Managua,western_union,,unknown,AIRPAK AMERICAS 2
Ciudad Sandino,western_union,,unknown,AIRPAK MAXI PALI CIUDAD SANDIN
Mateare,western_union,,unknown,MATEARE III
Ticuantepe,western_union,,unknown,FDL TICUANTEPE I
Esquipulas,western_union,,unknown,WALMART LA UNION ESQUIPULAS
Tipitapa,western_union,,unknown,SAN BENITO I
San Francisco Libre,western_union,,unknown,SAN FRANCISCO LIBRE
San Benito,western_union,,unknown,AMPM SAN BENITO I
