City,Place Name,Zipcode,Name
San Jose,audi,Avenida de las Americas Calle 42 3219 San Jose,unknown,Audi Center San Jose
San Jose,audi,Tres Rios Ruta 251 3219 San Jose,unknown,Audi Center Pinares
San Jose,avis,,unknown,Avis Costa Rica San Jose
San Jose,fedex,,unknown,Centro de Envío FedEx
unknown,hooters,San Pedro De la rotonda de la Bandera 225 metros al sur San Jose Costa Rica,unknown,Hooters
unknown,hooters,Centro Comercial Plaza Itskatzu local 18 EscazÃ©ËœÂµÃ©Å“â€š Costa Rica,unknown,Hooters
unknown,hooters,Frente al Auto Mercado Frente al Auto Mercado Costa Rica,unknown,Hooters
Escazú,nissan_europe,,unknown,Agencia Datsun Multiplaza Escazú
ESCAZU,orangetheory_fitness,,unknown,"Escazú, CRI"
Curridabat,orangetheory_fitness,,unknown,"Pinares, CRI"
unknown,sbarro,CC Multiplaza Autopista Prospero Fernandez Escazu,unknown,Sbarro Multiplaza Escazu
SAN JOSE,visa,,unknown,unknown
UVITA,visa,,unknown,unknown
SAN ISIDRO DEL GENERAL,visa,,unknown,unknown
PEREZ ZELEDON,visa,,unknown,unknown
PUNTARENAS,visa,,unknown,unknown
CARTAGO,visa,,unknown,unknown
DOTA,visa,,unknown,unknown
SAN MARCOS DE TARRAZU,visa,,unknown,unknown
VAZQUEZ DE CORONADO,visa,,unknown,unknown
VASQUEZ CORONADO,visa,,unknown,unknown
CORONADO,visa,,unknown,unknown
SAN MARCOS,visa,,unknown,unknown
CURRIDABAT,visa,,unknown,unknown
TARRAZU,visa,,unknown,unknown
SABANILLA,visa,,unknown,unknown
MORAVIA,visa,,unknown,unknown
LEON CORTEZ,visa,,unknown,unknown
MONTES DE OCA,visa,,unknown,unknown
GOICOECHEA,visa,,unknown,unknown
SAN PEDRO,visa,,unknown,unknown
DESAMPARADOS,visa,,unknown,unknown
ZAPOTE,visa,,unknown,unknown
ESCAZU,visa,,unknown,unknown
GUADALUPE,visa,,unknown,unknown
SAN FRANCISCO DE DOS RIOS,visa,,unknown,unknown
CALLE BLANCOS,visa,,unknown,unknown
TIBAS,visa,,unknown,unknown
ARANJUEZ,visa,,unknown,unknown
SAN FRANCISCO,visa,,unknown,unknown
ASERRI,visa,,unknown,unknown
PASEO COLON,visa,,unknown,unknown
HATILLO,visa,,unknown,unknown
ALAJUELITA,visa,,unknown,unknown
SABANA NORTE,visa,,unknown,unknown
URUCA,visa,,unknown,unknown
ROHRMOSER,visa,,unknown,unknown
PAVAS,visa,,unknown,unknown
GUACHIPELIN,visa,,unknown,unknown
ACOSTA,visa,,unknown,unknown
SANTA ANA,visa,,unknown,unknown
CIUDAD COLON,visa,,unknown,unknown
MORA,visa,,unknown,unknown
PURISCAL,visa,,unknown,unknown
San Jose,western_union,,unknown,PRIDES ABASTECEDOR LOS CLAVELES
Coronado,western_union,,unknown,WM MC MXM CORONADO
San Antonio Coronado,western_union,,unknown,WM KC PALI SAN ANTONIO CORONADO
Purral,western_union,,unknown,WM KC PALI PURRAL
Tibas,western_union,,unknown,WM MC WALMART TIBAS
San Juan,western_union,,unknown,WM KC PALI TIBAS
Moravia,western_union,,unknown,PERI MORAVIA
Goicoechea,western_union,,unknown,PERI GUADALUPE
San Vicente,western_union,,unknown,COOPEMEP MORAVIA
San Blas,western_union,,unknown,WM KC PALI SAN BLAS
Ipis,western_union,,unknown,WM KC PALI IPIS
Pavas,western_union,,unknown,EKONO ROHRMOSER
Cuatro Reinas,western_union,,unknown,WM KC PALI CUATRO REINAS
Escazu,western_union,,unknown,WM KC PALI ESCAZU
Vazquez De Coronado,western_union,,unknown,SUPER COMPRO CORONADO
Colima,western_union,,unknown,WM KC PALI COLIMA
Guadalupe,western_union,,unknown,WM KC PALI GUADALUPE
Llorente,western_union,,unknown,WM KC PALI LLORENTE
Santa Ana,western_union,,unknown,EKONO SANTA ANA
Montes De Oca,western_union,,unknown,WM KC PALI BETANIA MONT OCA
