Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
10695,abc_pl,abc,,Chrzanów,małopolskie,,PL,,,,abc,Q11683985
4256,abc_pl,abc,,Chrzanów,małopolskie,,PL,,,,abc,Q11683985
10688,abc_pl,abc,,Luszowice,małopolskie,,PL,,,,abc,Q11683985
6098,abc_pl,abc,,Chrzanów,małopolskie,,PL,,,,abc,Q11683985
13914,abc_pl,abc,,Chrzanów,małopolskie,,PL,,,,abc,Q11683985
https://www.credit-agricole.pl/kontakt/oddzial/2045-chrzanow-dobczycka,credit_agricole_pl,"Credit Agricole Dobczycka 7, Chrzanów",,Chrzanów,małopolskie,,PL,19 019,https://www.credit-agricole.pl/kontakt/oddzial/2045-chrzanow-dobczycka,Mo-Tu 09:00-16:00; We 10:00-17:00; Th-Fr 09:00-16:00,Credit Agricole,Q590952
12932,groszek_pl,Groszek,,Chrzanów,małopolskie,,PL,,,,Groszek,Q9280965
2693,groszek_pl,Groszek,,Chrzanów,małopolskie,,PL,,,,Groszek,Q9280965
7038,groszek_pl,Groszek,,Chrzanów,małopolskie,,PL,,,,Groszek,Q9280965
13266,groszek_pl,Groszek,,Chrzanów,małopolskie,,PL,,,,Groszek,Q9280965
13697,groszek_pl,Groszek,,Chrzanów,małopolskie,,PL,,,,Groszek,Q9280965
14350,groszek_pl,Groszek,,Chrzanów,małopolskie,,PL,,,,Groszek,Q9280965
13974,groszek_pl,Groszek,,Chrzanów,małopolskie,,PL,,,,Groszek,Q9280965
14672,groszek_pl,Groszek,,Chrzanów,małopolskie,,PL,,,,Groszek,Q9280965
13181,itaka_pl,ITAKA CHRZANÓW,,Chrzanów,małopolskie,,PL,,https://www.itaka.pl/biura/malopolskie/chrzanow/rynek/13181/,Mo-Sa 09:00-20:00; Su 10:00-20:00,Itaka,Q16560452
408,mcdonalds_pl,McDonald's,,Chrzanów,Małopolskie,,PL,+48 664 718 101,https://mcdonalds.pl/restauracje/malopolskie/chrzanow/chrzanow-ul-trzebinska-71,Mo-Su 07:00-24:00,McDonald's,Q38076
BLN01M,paczkomat_inpost_pl,Przy sklepie Euro,,Balin,małopolskie,,PL,,https://inpost.pl/paczkomat-balin-bln01m-okrezna-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
BLN02M,paczkomat_inpost_pl,przy parkingu marketu spożywczego Sąsiad,,Balin,małopolskie,,PL,,https://inpost.pl/paczkomat-balin-bln02m-juliana-niemcewicza-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
BLN03M,paczkomat_inpost_pl,przed budynkiem,,Balin,małopolskie,,PL,,https://inpost.pl/paczkomat-balin-bln03m-22-stycznia-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR01A,paczkomat_inpost_pl,Przy Delikatesach Centrum,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr01a-sienkiewicza-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR01APP,paczkomat_inpost_pl,Parking serwis rowerowy,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr01app-kadlubek-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR01HP,paczkomat_inpost_pl,w sklepie Duży Ben,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr01hp-sienkiewicza-paczkomaty-malopolskie,Mo-Sa 10:00-23:00,Paczkomat,Q110970254
CHR01M,paczkomat_inpost_pl,na parkingu przy sklepie Groszek,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr01m-szpitalna-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR01MP,paczkomat_inpost_pl,Przy sklepie Lewiatan,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr01mp-oswiecimska-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR01N,paczkomat_inpost_pl,"Netto Market, po lewej stronie budynku",,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr01n-stara-huta-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR02A,paczkomat_inpost_pl,Przy markecie Kaufland,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr02a-trzebinska-paczkomaty-malopolskie,Mo-Sa 06:00-22:00,Paczkomat,Q110970254
CHR02M,paczkomat_inpost_pl,Przy sklepie przemysłowym Alpa,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr02m-kalinowa-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR02MP,paczkomat_inpost_pl,Przy wjeździe na strefę Garaży,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr02mp-armii-krajowej-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR02N,paczkomat_inpost_pl,Obok wejścia do sklepu Groszek,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr02n-pogorska-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR03A,paczkomat_inpost_pl,na parkingu od strony wschodniej,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr03a-szpitalna-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR03M,paczkomat_inpost_pl,Na Parkingu Dozorowanym 24h/7,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr03m-sadowa-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR04A,paczkomat_inpost_pl,Przy sklepie Lidl,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr04a-pogorska-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR04M,paczkomat_inpost_pl,Przy myjni samochodowej,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr04m-slaska-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR05M,paczkomat_inpost_pl,Przy Delikatesach KOKOBIS Stella,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr05m-kolonia-stella-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR06M,paczkomat_inpost_pl,Przy sklepie ABC,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr06m-borowcowa-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR07M,paczkomat_inpost_pl,Park Handlowy Kasztelania przy sklepie JYSK,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr07m-szpitalna-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR08M,paczkomat_inpost_pl,przy budynku sklepu,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr08m-piastowska-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR09M,paczkomat_inpost_pl,Przy sklepie MediaExpert,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr09m-krakowska-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR10M,paczkomat_inpost_pl,po lewej stronie od wejścia do salonu łazienek TGS,,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr10m-partyzantow-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
CHR11M,paczkomat_inpost_pl,"parking przy hurtowni Elektronarzędzi Beta, dojazd od ul. Stefana Wyszyńskiego,",,Chrzanów,małopolskie,,PL,,https://inpost.pl/paczkomat-chrzanow-chr11m-trzebinska-paczkomaty-malopolskie,24/7,Paczkomat,Q110970254
