City,Place Name,Zipcode,Name
unknown,aldi_sud_ie,,unknown,"ALDI Main Street, Portarlington"
unknown,allied_irish_banks_ie,,unknown,AIB Bank - Portlaoise
unknown,inver,Crettyard Co. Laois,unknown,Inver Geneva Stores
unknown,inver,Borris in Ossory,unknown,Inver Borris in Ossory
unknown,inver,Borris In Ossory Laois R32XC8N &nbsp;,unknown,Inver Ballyroan
Portarlington,lidl_ie,,unknown,Portarlington
Laois,maxol_ie,,unknown,Maxol Service Station Portarlington
Midway,subway,,unknown,Subway Comfort Inn/
Portlaoise,subway,,unknown,Subway Jfl House
BORRIS,visa,,unknown,unknown
PORTLAOISE,visa,,unknown,unknown
