State,Place Name,City,Establishments
WESTBANK,audi,Baka El Garbia,1
WESTBANK,audi,Beitunai,1
WESTBANK,audi,Ramallah,1
PALESTINE,bmw_group,Ramallah,1
WESTBANK,ernst_young,Ramallah,1
UNKNOWN,geox,GEOX NEW MAN AND LADY RAMALLAH,1
UNKNOWN,geox,GEOX NEW MAN JENIN,1
UNKNOWN,geox,GEOX NEW MAN SHOES NABLUS,1
UNKNOWN,moneygram,RAMALLAH,12
UNKNOWN,moneygram,GAZA,2
UNKNOWN,moneygram,DEIR AL-BALAH,1
UNKNOWN,moneygram,NABLUS,3
UNKNOWN,moneygram,NUSIRAT,1
UNKNOWN,moneygram,JENIN,1
UNKNOWN,moneygram,KHANYOUNIS,1
UNKNOWN,moneygram,HEBRON,15
UNKNOWN,moneygram,KHAN YUNIS,1
UNKNOWN,moneygram,AL BEIREH,1
UNKNOWN,moneygram,JERICHO,1
UNKNOWN,moneygram,NABUS,1
UNKNOWN,moneygram,QALQILYA,1
UNKNOWN,moneygram,SALFEET,1
UNKNOWN,moneygram,TULKARM,1
UNKNOWN,moneygram,BETHLEHEM,5
UNKNOWN,moneygram,TOUL KAREM,1
UNKNOWN,moneygram,BEIT SAHOOR,1
UNKNOWN,moneygram,AL-BIREH,2
UNKNOWN,moneygram,TURMUSAYYA,1
ישראל,nissan_europe,ירושלים,1
ישראל,nissan_europe,unknown,1
ישראל,nissan_europe,מעלה אדומים,1
UNKNOWN,united_colors_of_benetton,RAWABI,1
GAZASTRIP,visa,RAFAH,2
GAZASTRIP,visa,KHAN YUNIS,1
GAZASTRIP,visa,BANE SOHILA,1
GAZASTRIP,visa,DAYR AL BALAH,2
GAZASTRIP,visa,NUSAYRAT,1
GAZASTRIP,visa,GHAZZAH,18
GHAZZAH,visa,GHAZZAH,1
GAZASTRIP,visa,GAZA,1
GAZASTRIP,visa,JABALIYA,4
GAZASTRIP,visa,BAYT HANUN,1
WESTBANK,visa,HEBRON,15
WESTBANK,visa,AL KHALIL,10
WESTBANK,visa,BAYT LAHM,6
WESTBANK,visa,DURA,3
WESTBANK,visa,BEDO,1
WESTBANK,visa,YATTAH,1
UNKNOWN,visa,HEBRON,1
WESTBANK,visa,RAMALLAH-AL BIREH,33
