Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://stores.footlocker.fr/en/fr-78/stquentin/,footlocker,"Foot Locker Locations in St Quentin, Yvelines | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-78/stquentin/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/vitrolles/,footlocker,"Foot Locker Locations in Vitrolles, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/vitrolles/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/toulon/,footlocker,"Foot Locker Locations in Toulon, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/toulon/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/saint-laurent-du-var/,footlocker,"Foot Locker Locations in Saint-Laurent-du-Var, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/saint-laurent-du-var/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/poitiers/,footlocker,"Foot Locker Locations in Poitiers, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/poitiers/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/nice/,footlocker,"Foot Locker Locations in Nice, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/nice/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/montfavet/,footlocker,"Foot Locker Locations in Montfavet, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/montfavet/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/marseille/,footlocker,"Foot Locker Locations in Marseille, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/marseille/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/larochelle/,footlocker,"Foot Locker Locations in La Rochelle, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/larochelle/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/cannes/,footlocker,"Foot Locker Locations in Cannes, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/cannes/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/cagnes-sur-mer/,footlocker,"Foot Locker Locations in Cagnes-sur-mer, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/cagnes-sur-mer/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/avignon/,footlocker,"Foot Locker Locations in Avignon, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/avignon/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/angouleme/,footlocker,"Foot Locker Locations in Angouleme, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/angouleme/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-s/beauvais/,footlocker,"Foot Locker Locations in Beauvais, Picardie | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-s/beauvais/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-t/cabries/,footlocker,"Foot Locker Locations in Cabries, Poitou-Charentes | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-t/cabries/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-s/amiens/,footlocker,"Foot Locker Locations in Amiens, Picardie | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-s/amiens/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-r/nantes/,footlocker,"Foot Locker Locations in Nantes, Pays de la Loire | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-r/nantes/,,Foot Locker,Q63335
https://stores.footlocker.fr/en/fr-r/lemans/,footlocker,"Foot Locker Locations in Le Mans, Pays de la Loire | Approved",,New York,NY,,FR,(800) 863-8932,https://stores.footlocker.fr/en/fr-r/lemans/,,Foot Locker,Q63335
