City,Place Name,Zipcode,Name
Севлиево,billa,,unknown,SEVLIEVO
Габрово,billa,,unknown,GABROVO TERRA
Добромирка,bulgarian_posts_bg,,unknown,Добромирка
Агатово,bulgarian_posts_bg,,unknown,Агатово
Малки Вършец,bulgarian_posts_bg,,unknown,Малки Вършец
Кормянско,bulgarian_posts_bg,,unknown,Кормянско
Габрово,bulgarian_posts_bg,,unknown,Габрово 12
Драгановци,bulgarian_posts_bg,,unknown,Драгановци
Гъбене,bulgarian_posts_bg,,unknown,Гъбене
Яворец,bulgarian_posts_bg,,unknown,Яворец
 Жълтеш ,bulgarian_posts_bg,,unknown,Жълтеш
Кметовци,bulgarian_posts_bg,,unknown,Кметовци
Донино,bulgarian_posts_bg,,unknown,Донино
Лесичарка,bulgarian_posts_bg,,unknown,Лесичарка
Козирог,bulgarian_posts_bg,,unknown,Козирог
Поповци,bulgarian_posts_bg,,unknown,Поповци
Враниловци,bulgarian_posts_bg,,unknown,Враниловци
Боженците,bulgarian_posts_bg,,unknown,Боженците
Трявна,bulgarian_posts_bg,,unknown,Трявна 1
Плачковци,bulgarian_posts_bg,,unknown,Плачковци
Белица,bulgarian_posts_bg,,unknown,Белица
Черновръх,bulgarian_posts_bg,,unknown,Черновръх
Станчов хан,bulgarian_posts_bg,,unknown,Станчов хан
Дряново,bulgarian_posts_bg,,unknown,Дряново
Янтра,bulgarian_posts_bg,,unknown,Янтра
Царева ливада,bulgarian_posts_bg,,unknown,Царева ливада
Скалско,bulgarian_posts_bg,,unknown,Скалско
Керека ,bulgarian_posts_bg,,unknown,Керека
Гостилица,bulgarian_posts_bg,,unknown,Гостилица
Соколово,bulgarian_posts_bg,,unknown,Соколово
Ганчовец,bulgarian_posts_bg,,unknown,Ганчовец
Севлиево,bulgarian_posts_bg,,unknown,Севлиево 2
Севлиево ,bulgarian_posts_bg,,unknown,Севлиево 3
Богатово,bulgarian_posts_bg,,unknown,Богатово
Идилево,bulgarian_posts_bg,,unknown,Идилево
Ловни дол,bulgarian_posts_bg,,unknown,Ловни дол
Буря,bulgarian_posts_bg,,unknown,Буря
Крушево,bulgarian_posts_bg,,unknown,Крушево
Младен,bulgarian_posts_bg,,unknown,Младен
Крамолин ,bulgarian_posts_bg,,unknown,Крамолин
Петко Славейков,bulgarian_posts_bg,,unknown,Петко Славейков
Градище,bulgarian_posts_bg,,unknown,Градище
Дамяново,bulgarian_posts_bg,,unknown,Дамяново
Бериево,bulgarian_posts_bg,,unknown,Бериево
Градница,bulgarian_posts_bg,,unknown,Градница
Ряховците,bulgarian_posts_bg,,unknown,Ряховците
Млечево,bulgarian_posts_bg,,unknown,Млечево
Горна Росица,bulgarian_posts_bg,,unknown,Горна Росица
Сенник,bulgarian_posts_bg,,unknown,Сенник
Хирево,bulgarian_posts_bg,,unknown,Хирево
Столът,bulgarian_posts_bg,,unknown,Столът
Душево,bulgarian_posts_bg,,unknown,Душево
Кръвеник,bulgarian_posts_bg,,unknown,Кръвеник
Стоките,bulgarian_posts_bg,,unknown,Стоките
Шумата,bulgarian_posts_bg,,unknown,Шумата
Батошево,bulgarian_posts_bg,,unknown,Батошево
гр. Габрово,i_and_g_brokers,ул. Опълченска № 44 ,unknown,Габрово
гр. Севлиево,i_and_g_brokers,пл. Свобода № 7,unknown,Севлиево
гр. Севлиево,i_and_g_brokers,"Зона Изток 1
",unknown,Севлиево
