State,Place Name,City,Establishments
CONAKRY,avis,Conakry,1
UNKNOWN,ernst_young,Conakry,1
CONAKRY,fedex,Conakry,1
UNKNOWN,man_truck_and_bus,Conakry,1
UNKNOWN,moneygram,CONAKRY,561
UNKNOWN,moneygram,COYAH,9
UNKNOWN,moneygram,LABE,31
UNKNOWN,moneygram,NZEREKORE,16
UNKNOWN,moneygram,DALABA,1
UNKNOWN,moneygram,MALI,2
UNKNOWN,moneygram,KOUNDARA,3
UNKNOWN,moneygram,KINDIA,20
UNKNOWN,moneygram,PITA,4
UNKNOWN,moneygram,DABOLA,2
UNKNOWN,moneygram,KISSIDOUGOU,3
UNKNOWN,moneygram,LOLA,2
UNKNOWN,moneygram,KOUROUSSA,1
UNKNOWN,moneygram,GUECKEDOU,4
UNKNOWN,moneygram,MACENTA,3
UNKNOWN,moneygram,KANKAN,10
UNKNOWN,moneygram,DUBREKA,14
UNKNOWN,moneygram,KAMSAR,5
UNKNOWN,moneygram,FARANAH,5
UNKNOWN,moneygram,MAMOU,7
UNKNOWN,moneygram,BOKE,9
UNKNOWN,moneygram,FORECARIAH,3
UNKNOWN,moneygram,MANDIANA,1
UNKNOWN,moneygram,SIGUIRI,7
UNKNOWN,moneygram,KEROUANE,1
UNKNOWN,moneygram,N'ZEREKORE,3
UNKNOWN,moneygram,BOFFA,2
UNKNOWN,moneygram,KALOUM,2
UNKNOWN,moneygram,RATOMA,10
UNKNOWN,moneygram,DIXINN,2
UNKNOWN,moneygram,MATOTO,1
UNKNOWN,moneygram,FRIA,4
UNKNOWN,moneygram,COLLEYAH,1
UNKNOWN,moneygram,DINGUIRAYE,3
UNKNOWN,moneygram,SANGAREDI,2
UNKNOWN,moneygram,CONAKRY-GUINEA,1
UNKNOWN,moneygram,KEFINNA,1
UNKNOWN,moneygram,GBESSIA,2
UNKNOWN,moneygram,KAMASAR,1
UNKNOWN,moneygram,KOLABOUNDJI,1
UNKNOWN,moneygram,M'BALIA,1
UNKNOWN,moneygram,KIANDIA,1
UNKNOWN,moneygram,LELOUMA,1
UNKNOWN,moneygram,BEYLA,1
UNKNOWN,moneygram,HAMDALLAYE,1
UNKNOWN,moneygram,COANKRY,1
UNKNOWN,moneygram,TIMBI MADINA,1
UNKNOWN,shell,Nzerekore,4
UNKNOWN,shell,N'zerekore,1
UNKNOWN,shell,Beyla,2
UNKNOWN,shell,Macenta,2
UNKNOWN,shell,Conakry,55
UNKNOWN,shell,Bok̩,3
UNKNOWN,shell,Coyah,2
UNKNOWN,shell,Siguiri,12
UNKNOWN,shell,Kouroussa,4
UNKNOWN,shell,Kerouane,2
UNKNOWN,shell,Kissidougou,3
UNKNOWN,shell,Kankan,5
UNKNOWN,shell,Gueckedou,1
UNKNOWN,shell,Faranah,1
UNKNOWN,shell,Mamou,5
UNKNOWN,shell,Labe,2
UNKNOWN,shell,Pita,1
UNKNOWN,shell,Dabola,1
UNKNOWN,shell,Lab̩,4
UNKNOWN,shell,Kindia,3
UNKNOWN,shell,Dinguiraye,1
UNKNOWN,shell,Dubreka,4
UNKNOWN,shell,Boffa,3
UNKNOWN,shell,Koundara,1
UNKNOWN,shell,Kamsar,1
UNKNOWN,totalenergies,KINDIA,2
UNKNOWN,totalenergies,DALABA,2
UNKNOWN,totalenergies,Labe,7
UNKNOWN,totalenergies,LABE,5
