Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
4073,action,Cherbourg - Octeville,,Cherbourg - Octeville,,,FR,,https://www.action.com/fr-fr/points-de-vente/cherbourg---octeville-avenue-amiral-lemonnier/,,Action,Q2634111
1380710948,banque_populaire_fr,CHERBOURG PROFESSIONNELS,,CHERBOURG,,,FR,+33 2 14 08 20 30,https://agences.banquepopulaire.fr/banque-assurance/agence-cherbourg-professionnels-id1380710948,"Tu-We 09:00-12:30,14:00-18:00; Th 09:00-12:30,15:00-18:00; Fr 09:00-12:30,14:00-18:00; Sa 09:00-12:30",Banque Populaire,Q846647
1380700880,banque_populaire_fr,CHERBOURG PRO PL,,CHERBOURG,,,FR,+33 2 14 08 20 30,https://agences.banquepopulaire.fr/banque-assurance/agence-cherbourg-pro-pl-id1380700880,"Tu-We 09:00-12:30,14:00-18:00; Th 09:00-12:30,15:00-18:00; Fr 09:00-12:30,14:00-18:00; Sa 09:00-12:30",Banque Populaire,Q846647
1380710992,banque_populaire_fr,CHERBOURG OCTEVILLE,,CHERBOURG,,,FR,+33 2 61 58 00 50,https://agences.banquepopulaire.fr/banque-assurance/agence-cherbourg-octeville-id1380710992,"Tu-We 09:00-12:30,14:00-18:00; Th 09:00-12:30,15:00-18:00; Fr 09:00-12:30,14:00-18:00; Sa 09:00-12:30",Banque Populaire,Q846647
1380700605,banque_populaire_fr,CHERBOURG OCTEVILLE,,CHERBOURG,,,FR,+33 2 61 58 00 50,https://agences.banquepopulaire.fr/banque-assurance/agence-cherbourg-octeville-id1380700605,"Tu-We 09:00-12:30,14:00-18:00; Th 09:00-12:30,15:00-18:00; Fr 09:00-12:30,14:00-18:00; Sa 09:00-12:30",Banque Populaire,Q846647
1380710929,banque_populaire_fr,CHERBOURG CM,,CHERBOURG,,,FR,+33 2 61 58 00 00,https://agences.banquepopulaire.fr/banque-assurance/agence-cherbourg-cm-id1380710929,"Tu-We 09:00-12:30,14:00-18:00; Th 09:00-12:30,15:00-18:00; Fr 09:00-12:30,14:00-18:00; Sa 09:00-12:30",Banque Populaire,Q846647
1380700604,banque_populaire_fr,CHERBOURG CENTRE,,CHERBOURG,,,FR,+33 2 61 58 00 00,https://agences.banquepopulaire.fr/banque-assurance/agence-cherbourg-centre-id1380700604,"Tu-We 09:00-12:30,14:00-18:00; Th 09:00-12:30,15:00-18:00; Fr 09:00-12:30,14:00-18:00; Sa 09:00-12:30",Banque Populaire,Q846647
5175,carrefour_fr,Carrefour Express,,Cherbourg-En-Cotentin,,,FR,+33 2 33 23 49 20,https://www.carrefour.fr/magasin/express-cherbourg-val-de-saire,"Mo-Sa 07:00-21:00; Su 09:00-13:00,16:30-20:00",Carrefour Express,Q2940190
5593,carrefour_fr,Carrefour City,,Cherbourg En Cotentin,,,FR,+33 2 33 53 28 02,https://www.carrefour.fr/magasin/city-cherbourg-gambetta,Mo-Sa 07:00-22:00; Su 09:00-12:30,Carrefour City,Q2940187
7316,carrefour_fr,Carrefour Cherbourg,,Cherbourg-En-Cotentin,,,FR,+33 2 33 20 24 38,https://www.carrefour.fr/magasin/cherbourg,Mo-Sa 08:30-20:00; Su 09:00-12:30,Carrefour,Q217599
PA7316,carrefour_fr,Parapharmacie - Carrefour Cherbourg,,Cherbourg-En-Cotentin,,,FR,+33 2 33 20 24 38,https://www.carrefour.fr/magasin/cherbourg,Mo-Sa 08:30-20:00; Su 09:00-12:30,Carrefour,Q217599
82916,century_21_fr,CENTURY 21 Hervé Regnault,,CHERBOURG EN COTENTIN,,,FR,+33 2 33 87 20 21,https://www.century21.fr/trouver_agence/agence/82916/,,Century 21,Q1054480
https://www.credit-agricole.fr/particulier/agence/normandie/cherbourg-val-de-saire-5644.html,credit_agricole,Crédit Agricole,,CHERBOURG-EN-COTENTIN,,,FR,+33 2 33 72 73 11,https://www.credit-agricole.fr/particulier/agence/normandie/cherbourg-val-de-saire-5644.html,"Tu-We 09:00-12:30,14:00-18:00; Th 09:00-12:30,14:30-18:00; Fr 09:00-12:30,14:00-18:00; Sa 09:00-13:00,14:00-16:15",Credit Agricole,Q590952
https://www.credit-agricole.fr/particulier/agence/normandie/cherbourg-centre-5659.html,credit_agricole,Crédit Agricole,,CHERBOURG-EN-COTENTIN,,,FR,+33 2 33 72 73 27,https://www.credit-agricole.fr/particulier/agence/normandie/cherbourg-centre-5659.html,"Mo 09:00-12:15,14:00-17:00; Tu-We 09:00-12:30,14:00-18:00; Th 09:00-12:30,14:30-18:00; Fr 09:00-12:30,14:00-18:00",Credit Agricole,Q590952
608,croix_rouge_francaise_fr,UNITE LOCALE DU NORD COTENTIN,,CHERBOURG EN COTENTIN,,,FR,,https://www.croix-rouge.fr/unite-locale-du-nord-cotentin,"Tu 09:00-12:00; We-Th 09:00-12:00,14:00-16:30; Fr 14:00-16:30; Sa 09:00-12:00",Croix-Rouge française,Q3003244
https://www.dominos.fr/magasin/cherbourg-octeville_50100,dominos_pizza_fr,Domino's,,CHERBOURG-OCTEVILLE,,,FR,,https://www.dominos.fr/magasin/cherbourg-octeville_50100,,Domino's,Q839466
CERC61,enterprise,Downtown Cherbourg,,Cherbourg,,,FR,+33 2 33 20 34 20,,,Enterprise Rent-A-Car,Q17085454
CERX61,enterprise,Cherbourg Train Station,,Cherbourg Octeville,,,FR,+33 2 33 20 34 20,,,Enterprise Rent-A-Car,Q17085454
CERP61,enterprise,Cherbourg Ferry Terminal,,Cherbourg,,,FR,+33 2 33 20 34 20,,,Enterprise Rent-A-Car,Q17085454
15185906,esprit,Esprit Franchise Store Cherbourg-Octeville,,Cherbourg-Octeville,,,FR,+33 2 33 53 34 76,"https://www.esprit.com/storefinder?storeid=15185906&location=49.63860000,-1.62265000",Tu 14:00-19:00; We-Su 10:00-19:00,Esprit,Q532746
FordFF10900  FRA,ford,FORD CHERBOURG,,CHERBOURG,,,FR,+33 2 33 43 05 22,www.fordcherbourg.fr,Mo-Sa 09:00-19:00,Ford,Q44294
