Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://stores.footlocker.pt/en/pt-14/montijo/,footlocker,"Foot Locker Locations in Montijo, Santarém | Approved",,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-14/montijo/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-14/almada/,footlocker,"Foot Locker Locations in Almada, Santarém | Approved",,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-14/almada/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-13/vilanovadegaia/,footlocker,"Foot Locker Locations in Vila Nova De Gaia, Porto | Approved",,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-13/vilanovadegaia/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-13/riotinto/,footlocker,"Foot Locker Locations in Rio Tinto, Porto | Approved",,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-13/riotinto/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-11/sintra/,footlocker,"Foot Locker Locations in Sintra, Lisboa | Approved",,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-11/sintra/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-11/lisboa/,footlocker,"Foot Locker Locations in Lisboa, Lisboa | Approved",,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-11/lisboa/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-08/portimao/,footlocker,"Foot Locker Locations in Portimao, Faro | Approved",,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-08/portimao/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-13/porto/,footlocker,"Foot Locker Locations in Porto, Porto | Approved",,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-13/porto/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-13/matosinhos/,footlocker,"Foot Locker Locations in Matosinhos, Porto | Approved",,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-13/matosinhos/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-11/amadora/,footlocker,"Foot Locker Locations in Amadora, Lisboa | Approved",,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-11/amadora/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-14/,footlocker,Foot Locker Locations in Santarém | Approved,,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-14/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-13/,footlocker,Foot Locker Locations in Porto | Approved,,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-13/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-11/,footlocker,Foot Locker Locations in Lisboa | Approved,,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-11/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/,footlocker,Find the nearest Foot Locker location near you | It's Your Time,,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/,,Foot Locker,Q63335
https://stores.footlocker.pt/en/pt-08/,footlocker,Foot Locker Locations in Faro | Approved,,New York,NY,,PT,(800) 863-8932,https://stores.footlocker.pt/en/pt-08/,,Foot Locker,Q63335
