State,Place Name,City,Establishments
KANIFINGPOBOX297,avis,Banjul,1
BANJULDIVISION,avis,Banjul,1
BANJUL,fedex,Banjul,1
UNKNOWN,moneygram,BANJUL,231
UNKNOWN,moneygram,SERE KUNDA,23
UNKNOWN,moneygram,BRUSUBI,26
UNKNOWN,moneygram,SANTA SU,1
UNKNOWN,moneygram,BRIKAMA,37
UNKNOWN,moneygram,OLD YUNDUM,2
UNKNOWN,moneygram,FARATO,1
UNKNOWN,moneygram,LATRI KUNDA,8
UNKNOWN,moneygram,CHURCHILL'S TOWN,3
UNKNOWN,moneygram,JANJANBUREH,1
UNKNOWN,moneygram,BRUFUT,3
UNKNOWN,moneygram,NORTH BANK REGION,1
UNKNOWN,moneygram,SEREKUNDA,185
UNKNOWN,moneygram,WEST COAST REGION,1
UNKNOWN,moneygram,KANIFING,13
UNKNOWN,moneygram,EBO TOWN,1
UNKNOWN,moneygram,WELLINGARA,5
UNKNOWN,moneygram,JABANG,1
UNKNOWN,moneygram,BASSE,8
UNKNOWN,moneygram,ELIYASA,1
UNKNOWN,moneygram,BRIKAMA BA,3
UNKNOWN,moneygram,BARRA,5
UNKNOWN,moneygram,BWIAM,1
UNKNOWN,moneygram,KAUR,3
UNKNOWN,moneygram,LAMIN,12
UNKNOWN,moneygram,KAIRABA,6
UNKNOWN,moneygram,MAARCCAT,1
UNKNOWN,moneygram,ALLUMHARRI,1
UNKNOWN,moneygram,BAKAU,10
UNKNOWN,moneygram,KOTU,2
UNKNOWN,moneygram,SUKUTA,5
UNKNOWN,moneygram,TANJEH,3
UNKNOWN,moneygram,TUJERENG,1
UNKNOWN,moneygram,KEUR CHERNO,1
UNKNOWN,moneygram,MANSA KONGKONG,1
UNKNOWN,moneygram,YUNDUM,3
UNKNOWN,moneygram,SEREKUNDA EAST,3
UNKNOWN,moneygram,CRR,3
UNKNOWN,moneygram,SEREKUNDA WEST,21
UNKNOWN,moneygram,KOMBO NORTH,4
UNKNOWN,moneygram,SUTUKUNG,3
UNKNOWN,moneygram,MACCARTHY,3
UNKNOWN,moneygram,KANILAI,3
UNKNOWN,moneygram,ESSAU,3
UNKNOWN,moneygram,MAYAMBA,3
