Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://stores.footlocker.pl/en/pl-wp/poznan/,footlocker,"Foot Locker Locations in Poznan, Wielkopolskie | Approved",,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-wp/poznan/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-pd/warsaw/,footlocker,"Foot Locker Locations in Warsaw, Podlaskie | Approved",,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-pd/warsaw/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-pd/czestochowa/,footlocker,"Foot Locker Locations in Czestochowa, Podlaskie | Approved",,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-pd/czestochowa/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-mz/warszawa/,footlocker,"Foot Locker Locations in Warszawa, Mazowieckie | Approved",,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-mz/warszawa/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-sl/kielce/,footlocker,"Foot Locker Locations in Kielce, Śląskie | Approved",,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-sl/kielce/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-lu/lublin/,footlocker,"Foot Locker Locations in Lublin, Lubelskie | Approved",,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-lu/lublin/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-lb/krakow/,footlocker,"Foot Locker Locations in Krakow, Lubuskie | Approved",,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-lb/krakow/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-kp/lodz/,footlocker,"Foot Locker Locations in Lodz, Kujawsko-pomorskie | Approved",,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-kp/lodz/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-ds/wroclaw/,footlocker,"Foot Locker Locations in Wroclaw, Dolnośląskie | Approved",,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-ds/wroclaw/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-wp/,footlocker,Foot Locker Locations in Wielkopolskie | Approved,,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-wp/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-sl/,footlocker,Foot Locker Locations in Śląskie | Approved,,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-sl/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-pd/,footlocker,Foot Locker Locations in Podlaskie | Approved,,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-pd/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-mz/,footlocker,Foot Locker Locations in Mazowieckie | Approved,,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-mz/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-lu/,footlocker,Foot Locker Locations in Lubelskie | Approved,,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-lu/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-lb/,footlocker,Foot Locker Locations in Lubuskie | Approved,,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-lb/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-kp/,footlocker,Foot Locker Locations in Kujawsko-pomorskie | Approved,,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-kp/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/,footlocker,Find the nearest Foot Locker location near you | It's Your Time,,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/,,Foot Locker,Q63335
https://stores.footlocker.pl/en/pl-ds/,footlocker,Foot Locker Locations in Dolnośląskie | Approved,,New York,NY,,PL,+48 800 863 8932,https://stores.footlocker.pl/en/pl-ds/,,Foot Locker,Q63335
