City,Place Name,Zipcode,Name
Koblenz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Koblenz, Löhr-Center"
Frankfurt am Main,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Frankfurt am Main Höchst, Königsteiner Straße 1"
Alzey,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Alzey, Antoniterstraße 26"
Sulzbach,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Sulzbach, Main-Taunus-Zentrum"
Mayen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Mayen, Neustraße 2"
Bitburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bitburg, Hauptstraße 33"
Oberursel,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Oberursel, Vorstadt 11a"
Bingen am Rhein,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bingen am Rhein, Speisemarkt 9"
Bad Kreuznach,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bad Kreuznach, Mannheimer Straße 153 - 155"
Wittlich,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Wittlich, Burgstraße 13/15"
Rüsselsheim am Main,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Rüsselsheim am Main, Bahnhofstraße 24"
Bad Homburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bad Homburg, Louisenstraße 87"
Andernach,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Andernach, Bahnhofstr. 21"
Trier,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Trier, Fleischstraße 28"
Idar-Oberstein,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Idar-Oberstein, Hauptstraße 393"
Mainz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Mainz Zentrum, Stadthausstraße 2"
Neuwied,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Neuwied, Mittelstraße 31"
