City,Place Name,Zipcode,Name
Tacna,nissan_europe,,unknown,GNECCO Y CIA. 
CIUDAD NUEVA,visa,,unknown,unknown
TACNA,visa,,unknown,unknown
ALTO DE LA ALIANZA,visa,,unknown,unknown
CERCADO,visa,,unknown,unknown
CORONEL GREGORIO ALBARRACIN L,visa,,unknown,unknown
CORONEL GREGORIO ALBARRACÍN LANCHIPA,visa,,unknown,unknown
Coronel Gregorio Albarracin L,western_union,,unknown,CMAC HUANCAYO AG CORONEL ALBARRACIN
Tacna,western_union,,unknown,PREPAGO    LOCUTORIO PUBLICO IZANCH
Coronel Gregorio Albarracin La,western_union,,unknown,CAJA LOS ANDES AG CORONEL ALBARRACIN
Coronel Gregorio Albarracin,western_union,,unknown,PREPAGO   ROSS STORE
Ciudad Nueva,western_union,,unknown,CMAC HUANCAYO AG  CIUDAD NUEVA TACNA
