State,Place Name,City,Establishments
UNKNOWN,alstom,unknown,1
MIRANDA,audi,Valencia,2
ESTADOBOLÍVAR,deloitte,Puerto Ordaz,1
ESTADOANZOÁTEGUI,deloitte,Puerto La Cruz,1
ESTADOCARABOBO,deloitte,Valencia,1
UNKNOWN,deloitte,Caracas,1
UNKNOWN,ernst_young,Caracas,1
UNKNOWN,ernst_young,Puerto La Cruz,1
UNKNOWN,ernst_young,Valencia,1
UNKNOWN,esprit,Caracas,5
UNKNOWN,esprit,Barquisimeto,1
CARABOBO,fedex,Valencia,1
CAPITALDISTRICT,fedex,Caracas,1
UNKNOWN,ford,CHACAO,1
UNKNOWN,ford,BARINAS,1
UNKNOWN,ford,CALABOZO,1
UNKNOWN,ford,CARACAS,5
UNKNOWN,ford,TIGRE,1
UNKNOWN,ford,PORLAMAR,1
UNKNOWN,ford,SAN FERNANDO,1
UNKNOWN,ford,CHARALLAVE,1
UNKNOWN,ford,LOS TEQUES,1
UNKNOWN,ford,MARACAY,2
UNKNOWN,ford,VALENCIA,4
UNKNOWN,ford,PUERTO CABELLO,1
UNKNOWN,ford,BARQUISIMETO,3
UNKNOWN,ford,CAGUA,1
UNKNOWN,ford,SAN CRISTOBAL,1
UNKNOWN,ford,MERIDA,1
UNKNOWN,ford,MARACAIBO,2
UNKNOWN,ford,PUNTO FIJO,1
UNKNOWN,ford,GUATIRE,1
UNKNOWN,goldsgym,Margarita,1
UNKNOWN,goldsgym,Maracaibo Norte,1
UNKNOWN,goldsgym,Sabana Grande,1
UNKNOWN,goldsgym,Montalban,1
UNKNOWN,goldsgym,Caracas,1
MIRANDA,goodwill,Caracas,1
UNKNOWN,hardrock,Caracas,1
NE,hugo_boss,"Porlamar, Nueva Esparta",1
DF,hugo_boss,Caracas,2
DF,hugo_boss,"Chacao, Caracas",1
UNKNOWN,lhw,Caracas,1
UNKNOWN,man_truck_and_bus,"Caraballeda, Estado Vargas",1
UNKNOWN,marriott,Caracas,1
UNKNOWN,marriott,Catia La Mar,1
UNKNOWN,marriott,Maracay,1
UNKNOWN,mcdonalds_latin_america,Puerto Ordaz,3
UNKNOWN,mcdonalds_latin_america,Puto Ordaz,1
UNKNOWN,mcdonalds_latin_america,Pto Ordaz,1
UNKNOWN,mcdonalds_latin_america,Ciudad Bolivar,1
UNKNOWN,mcdonalds_latin_america,El Tigre,1
UNKNOWN,mcdonalds_latin_america,Maturin,3
UNKNOWN,mcdonalds_latin_america,Anaco,1
UNKNOWN,mcdonalds_latin_america,Cumaná,2
UNKNOWN,mcdonalds_latin_america,Barcelona,1
UNKNOWN,mcdonalds_latin_america,Puerto La Cruz,4
UNKNOWN,mcdonalds_latin_america,Margarita,3
UNKNOWN,mcdonalds_latin_america,Caracas,44
UNKNOWN,mcdonalds_latin_america,San Juan de los Morros,1
UNKNOWN,mcdonalds_latin_america,La Victoria,1
UNKNOWN,mcdonalds_latin_america,Cagua,1
UNKNOWN,mcdonalds_latin_america,Maracay,5
UNKNOWN,mcdonalds_latin_america,Valencia,9
UNKNOWN,mcdonalds_latin_america,Puerto Cabello,1
UNKNOWN,mcdonalds_latin_america,Barinas,2
UNKNOWN,mcdonalds_latin_america,Araure,1
UNKNOWN,mcdonalds_latin_america,Yaracuy,1
UNKNOWN,mcdonalds_latin_america,Cabudare,1
UNKNOWN,mcdonalds_latin_america,Barquisimeto,6
UNKNOWN,mcdonalds_latin_america,Merida,3
UNKNOWN,mcdonalds_latin_america,Valera,1
UNKNOWN,mcdonalds_latin_america,San Critobal,3
UNKNOWN,mcdonalds_latin_america,Coro,1
UNKNOWN,mcdonalds_latin_america,Ciudad Ojeda,2
UNKNOWN,mcdonalds_latin_america,Cabimas,2
UNKNOWN,mcdonalds_latin_america,Punto Fijo,3
UNKNOWN,mcdonalds_latin_america,Maracaibo,9
BOLIVAR,mercedes_benz,Puerto Ordaz,1
MIRANDA,mercedes_benz,Caracas,1
MIRANDA,mercedes_benz,Guarenas,1
ARAGUA,mercedes_benz,Cagua,1
UNKNOWN,moneygram,CARACAS,20
UNKNOWN,moneygram,LA GUAIRA,3
UNKNOWN,moneygram,MARACAIBO,9
UNKNOWN,moneygram,PUERTO LA CRUZ,3
UNKNOWN,moneygram,BARINAS,1
UNKNOWN,moneygram,CATIA LA MAR,1
UNKNOWN,moneygram,VALENCIA,4
UNKNOWN,moneygram,PORLAMAR,3
UNKNOWN,moneygram,MAIQUETIA,3
UNKNOWN,moneygram,ARAGUA DE MATURIN,2
UNKNOWN,moneygram,BARQUISIMETO,3
UNKNOWN,moneygram,PUERTO ORDAZ,2
UNKNOWN,moneygram,MIRANDA,2
UNKNOWN,moneygram,MERIDA,1
UNKNOWN,moneygram,MARACAY,1
UNKNOWN,moneygram,ANZOATEGUI,1
UNKNOWN,moneygram,SAN CRISTOBAL,2
UNKNOWN,moneygram,FALCON,1
UNKNOWN,moneygram,MATURIN,1
UNKNOWN,moneygram,PAMPATAR,1
UNKNOWN,moneygram,EL YAQUE,1
UNKNOWN,moneygram,CABIMAS,1
NORTHERNSOUTHAMERICA,the_north_face,CARACAS,2
UNKNOWN,timberland,Barquisimeto,1
UNKNOWN,timberland,Caracas,1
UNKNOWN,timberland,Maiquetia,1
UNKNOWN,timberland,Maracaibo,1
UNKNOWN,timberland,Margarita,1
UNKNOWN,timberland,Puerto Ordaz,1
UNKNOWN,timberland,San Cristobal,1
UNKNOWN,timberland,Tolon,1
BOLIVAR,visa,UPATA,1
BOLIVAR,visa,SAN FELIX,2
BOLIVAR,visa,PUERTO ORDAZ,2
UNKNOWN,visa,PUERTO ORDAZ,1
MONAGAS,visa,MATURIN,2
UNKNOWN,visa,MATURIN,1
SUCRE,visa,CARUPANO,2
UNKNOWN,visa,SUCRE,2
NUEVAESPARTA,visa,PAMPATAR,1
UNKNOWN,visa,CIUDAD BOLIVAR,1
UNKNOWN,visa,ISLA MARGARITA - PORLAMAR,2
NUEVAESPARTA,visa,PORLAMAR,2
UNKNOWN,visa,NUEVA ESPARTA,3
UNKNOWN,visa,BOLIVAR,1
