City,Place Name,Zipcode,Name
Keminmaa,audi,Kauppakuja 6 94450 Keminmaa,unknown,Pörhön Autoliike Oy
Rovaniemi,audi,Teollisuustie 25 96300 Rovaniemi,unknown,Pörhön Autoliike Oy
Pohjois-Lappi,ionity,,unknown,Sodankyla
Keminmaa,ionity,,unknown,Keminmaa
Rovaniemi,ionity,,unknown,Rovaniemi
Tervola,lukoil,Nelostie 3312 95301 Tervola Tervola Finland,unknown,"Tervola, Nelostie 3312"
Pohjois-Lappi,lukoil,,unknown,"Ivalo, Ivalontie 19"
TERVOLA,lukoil,Kaisajoki - 95300 TERVOLA Finland,unknown,"TERVOLA, Kaisajoki"
KITTILa,lukoil,Latotie 5 96100 KITTILa Finland,unknown,"KITTILa, Latotie 5 (Valtatie 2)"
SODANKYLa,lukoil,Seitatie - 96600 SODANKYLa Finland,unknown,"SODANKYLa, Seitatie"
Rovaniemi,lukoil,Pappilantie 108 96300 Rovaniemi Finland,unknown,Rovaniemi Pappilantie 108
Pello,lukoil,Pellontie - 95700 Pello Finland,unknown,Pello Pellontie
Kolari,lukoil,Jokijalantie 1 95900 Kolari Finland,unknown,Kolari Jokijalantie 1
Kemi,lukoil,Valajankatu 1 94600 Kemi Finland,unknown,Kemi Valajankatu 1
Posio,lukoil,Kauppakuja 1 97900 Posio Finland,unknown,Posio  Kauppakuja 1
Tornio,lukoil,Sukkatehtaankatu - 95420 Tornio Finland,unknown,Tornio Sukkatehtaankatu
Keminmaa,lukoil,Torniontie 2 94400 Keminmaa Finland,unknown,Keminmaa Torniontie 2
Tervola,lukoil,Nelostie/Varejoentie - 95340 Tervola Finland,unknown,Tervola Nelostie/Varejoentie
Rovaniemi,lukoil,Kairatie 55 96100 Rovaniemi Finland,unknown,Rovaniemi  Kairatie 55
Kemijarvi,lukoil,Pajulantie 1 98100 Kemijarvi Finland,unknown,Kemijarvi  Pajulantie 1
Tornio,lukoil,Kemintie 24 95420 Tornio Finland,unknown,Tornio  Kemintie 24
Kittila,lukoil,Valtatie 57 99100 Kittila Finland,unknown,Kittila Valtatie 57
Kemi,lukoil,Valtakatu 46 94100 Kemi Finland,unknown,Kemi Valtakatu 46
Ranua,lukoil,Kiertotie 13 97700 Ranua Finland,unknown,Ranua  Kiertotie 13
Rovaniemi,lukoil,Hallituskatu 29 96100 Rovaniemi Finland,unknown,Rovaniemi  Hallituskatu 29
Salla,lukoil,Savukoskentie 7 98900 Salla Finland,unknown,Salla Savukoskentie 7
Maksniemi,lukoil,Maksniementie  A 33 95230 Maksniemi Finland,unknown,Maksniemi Maksniementie 33 A
Kemijarvi,lukoil,Sallantie - 98100 Kemijarvi Finland,unknown,Kemijarvi Sallantie
Sodankyla,lukoil,Jaamerentie 30 99600 Sodankyla Finland,unknown,Sodankyla Jaamerentie 30
Tervola,lukoil,Nelostie 3079 B Tervola Finland,unknown,Tervola Nelostie 3079 B
Enontekio,lukoil,Ounastie 60 99400 Enontekio Finland,unknown,Enontekio Ounastie 60
