City,Place Name,Zipcode,Name
Siena,footlocker,,unknown,"Foot Locker in Siena: Siena, Toscana | Approved | Own It"
Pistoia,footlocker,,unknown,"Foot Locker in Pistoia: Pistoia, Toscana | Approved | Own It"
PISA,footlocker,,unknown,"Foot Locker in : PISA, Toscana | Approved | Own It"
Massa,footlocker,,unknown,"Foot Locker in Massa: Massa, Toscana | Approved | Own It"
Lucca,footlocker,,unknown,"Foot Locker in Lucca: Lucca, Toscana | Approved | Own It"
Livorno,footlocker,,unknown,"Foot Locker in Livorno: Livorno, Toscana | Approved | Own It"
Grosseto,footlocker,,unknown,"Foot Locker in Grosseto: Grosseto, Toscana | Approved | Own It"
Florence,footlocker,,unknown,"Foot Locker in : Florence, Toscana | Approved | Own It"
Firenze,footlocker,,unknown,"Foot Locker in Firenze: Firenze, Toscana | Approved | Own It"
Campi Bisenzio,footlocker,,unknown,"Foot Locker in Campi Bisenzio: Campi Bisenzio, Toscana | Approved | Own It"
Arezzo,footlocker,,unknown,"Foot Locker in Arezzo: Arezzo, Toscana | Approved | Own It"
