City,Place Name,Zipcode,Name
unknown,accor,5 Rue Gnoumakouni 97615 PAMANDZI,unknown,ibis Styles Mayotte Aéroport
CHIRONGUI,moneygram,,unknown,SHOP FOR YOU - CHIRONGUI
DZOUMOGNE,moneygram,,unknown,TOTAL MAYOTTE - DZOUMOGNE - STATION TOTA
MAJICAVO,moneygram,,unknown,TOTAL MAYOTTE - MAJICAVO - Station Total
PAMANDZI,moneygram,,unknown,POINT RELAIS SAMDISCOUNT
PASAMAINTY,moneygram,,unknown,TOTAL MAYOTTE - PASAMAINTY - Station Tot
OUANGANI,moneygram,,unknown,SOLEET - OUANGANI
MAMOUDZOU,moneygram,,unknown,LA PAUSE
BANDRABOUA,moneygram,,unknown,AGENCE DE DZOUMOGNE
TSINGONI,moneygram,,unknown,MICHEL MULTIMEDIA PRO - TSINGONI
CHICONI,moneygram,,unknown,SARL MARIE
DZAOUDZI,moneygram,,unknown,SHOP FOR YOU - DZAOUDZI
DEMBENI,moneygram,,unknown,DOUKA LAKWELI - DEMBENI
KOUNGOU,moneygram,,unknown,IBK CYBER
KAWENI,moneygram,,unknown,TOTAL MAYOTTE - KAWENI - Station Total K
BOUENI,moneygram,,unknown,SAM DISTRIBUTION
Tsingoni,ovs,,unknown,OVS Fc Mayotte Combani
Chirongui,totalenergies,,unknown,Station Chirongui
Passamainty,totalenergies,,unknown,Station Passamainty
Majicavo Lamir,totalenergies,,unknown,Station Kaweni
Kawéni,totalenergies,,unknown,Station Majicavo
Longoni,totalenergies,,unknown,Station Longoni
Dzoumonié,totalenergies,,unknown,Station Dzoumogne
Pamanzi,totalenergies,,unknown,Station Pamandzi
Dzaoudzi,totalenergies,,unknown,Station Ballou
COMBANI,totalenergies,,unknown,COMBANI
MTZAMBORO,visa,,unknown,unknown
BANDRABOUA,visa,,unknown,unknown
SADA,visa,,unknown,unknown
TSINGONI,visa,,unknown,unknown
BOUENI,visa,,unknown,unknown
MAMOUTZOU,visa,,unknown,unknown
OUANGANI,visa,,unknown,unknown
KOUNGOU,visa,,unknown,unknown
CHIRONGUI,visa,,unknown,unknown
DEMBENI,visa,,unknown,unknown
PASSAMAINTI,visa,,unknown,unknown
PASSAMAINTY,visa,,unknown,unknown
MAMOUDZOU,visa,,unknown,unknown
PAMANDZI,visa,,unknown,unknown
DZAOUDZI,visa,,unknown,unknown
LABATTOIR,visa,,unknown,unknown
PAMANDZI-DZAOUDZI,visa,,unknown,unknown
