Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
71993418,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,+251 11 126 7796,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993421,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,119745103,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993434,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,111193559,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993447,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,+251 11 661 2249,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993463,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,+251 11 662 0110,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993476,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,+251 11 662 0110,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993586,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,111824850,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993609,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,111695832,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993612,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,111202545,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993638,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,111399265,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993667,moneygram,COMMERCIAL BANK OF ETHIOPIA - ADDIS ABAB,,ADDIS ABABA,,,ET,+251 11 662 0110,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993599,moneygram,COMMERCIAL BANK OF ETHIOPIA - BISHOFTU -,,BISHOFTU,,,ET,111154289,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993379,moneygram,COMMERCIAL BANK OF ETHIOPIA - DAYE - CBE,,DAYE,,,ET,463370596,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993573,moneygram,COMMERCIAL BANK OF ETHIOPIA - DIMMA - CB,,DIMMA,,,ET,478904606,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993515,moneygram,COMMERCIAL BANK OF ETHIOPIA - GAYIL - CB,,GAYIL,,,ET,164301474,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993625,moneygram,COMMERCIAL BANK OF ETHIOPIA - SEBETA - C,,SEBETA,,,ET,114828156,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993641,moneygram,COMMERCIAL BANK OF ETHIOPIA - TERE - CBE,,TERE,,,ET,+251 92 105 4244,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
71993450,moneygram,COMMERCIAL BANK OF ETHIOPIA - YIRGALEM -,,YIRGALEM,,,ET,+251 46 225 0674,,Mo-Sa 08:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
