State,Place Name,City,Establishments
UNKNOWN,accor,unknown,81
UNKNOWN,adidas,Ras al Khaimah,1
FU,adidas,Fujairah,1
AZ,adidas,Abu Dhabi,4
DU,adidas,Dubai,23
AZ,adidas,Al Ain,2
UNKNOWN,adidas,Al Ain,1
SH,adidas,Sharjah,2
UNKNOWN,adidas,Dubai,2
UNKNOWN,adidas,Fujairah,1
UNKNOWN,adidas,Abu Dhabi,1
AJ,adidas,Ajman,1
DU,adidas,Abu Dhabi,1
SH,adidas,Fujairah,1
UNKNOWN,alamo,Dubai,3
UNKNOWN,alamo,Abu Dhabi,1
UNKNOWN,alstom,unknown,3
UNKNOWN,american_eagle_outfitters,Abu Dhabi,1
ABUDHABI,american_eagle_outfitters,Al Ain Mezyad Road,1
ABUDHABI,american_eagle_outfitters,Abu Dhabi,2
ABUDHABI,american_eagle_outfitters,Abu Dhabi P.O. Box 4040,1
UAE,american_eagle_outfitters,Abu Dhabi P.O. Box 91122,1
DUBAI,american_eagle_outfitters,Dubai,1
UAE,american_eagle_outfitters,Sharjah,1
UAE,american_eagle_outfitters,Dubai,4
UAE,american_eagle_outfitters,Dubai Sheikh Zayed Road,1
UAE,american_eagle_outfitters,Dubai Al Barsha,1
UAE,american_eagle_outfitters,Abu Dhabi,1
UNKNOWN,american_eagle_outfitters,Raz Al Khaimah,1
UNKNOWN,american_eagle_outfitters,Dubai The Palm Jumerirah,1
UNKNOWN,american_eagle_outfitters,Al Ain,1
ABUDHABI,apple,Abu Dhabi,2
DUBAI,apple,Dubai,2
DUBAI,asian_paints_arabia,unknown,5
ABUDHABI,asian_paints_arabia,unknown,5
AJMAN,asian_paints_arabia,unknown,1
RASALKHAIMAH,asian_paints_arabia,unknown,1
FUJAIRAH,asian_paints_arabia,unknown,2
UNKNOWN,aster_pharmacy_ae,unknown,4
UNKNOWN,aster_pharmacy_ae,Sharjah,28
UNKNOWN,aster_pharmacy_ae,Dubai,140
UNKNOWN,aster_pharmacy_ae,Abu Dhabi,18
UNKNOWN,aster_pharmacy_ae,Ajman,10
UNKNOWN,aster_pharmacy_ae,Ras Al Khaima,3
