City,Place Name,Zipcode,Name
SANTA MARIA DE LAMAS,repsol_pt,,unknown,E.S. SANTA MARIA DE LAMAS
SANTA IRIA DE AZOIA,repsol_pt,,unknown,E.S. SANTA IRIA DE AZOIA
LISBOA(B 3),repsol_pt,,unknown,E.S. ROTUNDA
S. DOMINGOS BENFICA,repsol_pt,,unknown,E.S. C. ALMOSTER II
Lisboa,repsol_pt,,unknown,E.S. MIGUEL BOMBARDA
LISBOA,repsol_pt,,unknown,E.S. BENFICA FONTE NOVA
ALDEIA DO JUZO-CASCAIS,repsol_pt,,unknown,E.S. CASCAIS
ESTORIL,repsol_pt,,unknown,E.S. ESTORIL
QTA MARINHA-CASCAIS,repsol_pt,,unknown,E.S. GUIA
PAREDE,repsol_pt,,unknown,E.S. PAREDE
PORTO SALVO,repsol_pt,,unknown,E.S. LEIAO
BURACA*PA,repsol_pt,,unknown,E.S. BURACA
MALVEIRA,repsol_pt,,unknown,E.S. MALVEIRA
CARNAXIDE,repsol_pt,,unknown,E.S. MAKRO-ALFRAGIDE
SAO JULIAO TOJAL,repsol_pt,,unknown,E.S. MARL
ALCOITAO*PA,repsol_pt,,unknown,E.S. ALCOITAO
QUELUZ,repsol_pt,,unknown,E.S. MASSAMA
CASCAIS,repsol_pt,,unknown,E.S. CASCAIS TORRE
GADO BRAVO*PA,repsol_pt,,unknown,E.S. GADO BRAVO
CARCAVELOS-OEIRAS,repsol_pt,,unknown,E.S. MATO DA TORRE
POVOA STA IRIA,repsol_pt,,unknown,E.S. QUINTA DA PIEDADE
AMADORA,repsol_pt,,unknown,E.S. AMADORA-BOREL
SINTRA,repsol_pt,,unknown,E.S. ABRUNHEIRA
ALVERCA,repsol_pt,,unknown,E.S. ALVERCA
CREL A - BUCELAS,repsol_pt,,unknown,E.S. CREL NORTE A
SANTO ANTAO DO TOJAL,repsol_pt,,unknown,E.S. CREL NORTE B
TERRUGEM,repsol_pt,,unknown,E.S. TERRUGEM
V FRANCA DE XIRA,repsol_pt,,unknown,E.S. V. FRANCA XIRA
LOURES (A),repsol_pt,,unknown,E.S. LOURES A - A.S.
LOURES (B),repsol_pt,,unknown,E.S. LOURES B - A.S.
CASAL VAL MILHO-ALGUEIRAO-M MARTINS,repsol_pt,,unknown,E.S. MEM MARTINS - OURESSA
LOURES,repsol_pt,,unknown,E.S. FRIELAS
EST LARANJEIRAS - LISBOA,repsol_pt,,unknown,E.S. TERMINAL RNE SETE RIOS
Povoa Sto Adriao,repsol_pt,,unknown,E.S. STO. ANT. CAVALEIROS
MEM MARTINS (A),repsol_pt,,unknown,E.S. MEM MARTINS A
MEM MARTINS (B),repsol_pt,,unknown,E.S. MEM MARTINS B
MEM MARTINS,repsol_pt,,unknown,E.S. ROTUNDA DA CAVALEIRA
Rio de Mouro,repsol_pt,,unknown,E.S. RINCHOA
Odivelas,repsol_pt,,unknown,E.S. ODIVELAS
