City,Place Name,Zipcode,Name
Krasnodar,audi,Dzerzhinskogo 231/2 350051 Krasnodar,unknown,Audi Center Krasnodar
Krasnodar,audi,Aeroportovskaya 4A 141734 Krasnodar,unknown,Audi Center Kuban
Sochi,audi,Kiparisovaya 16/1 354037 Sochi,unknown,Audi Center Sochi
Novorossiysk,audi,Myskhakskoe shosse 48 353919 Novorossiysk,unknown,AC Novorossiysk
Абинск,coffee_like,ул. Советов 128 б,unknown,Coffee Like
Анапа,coffee_like,ул. Таманская  121 к1,unknown,Coffee Like
Анапа,coffee_like,ул. Горького 3,unknown,Coffee Like
Анапа,coffee_like,ул. Верхняя Набережная 28,unknown,Coffee Like
Анапа,coffee_like,ул. Ленина 153Б,unknown,Coffee Like
Анапа,coffee_like,ул. Промышленная 1В,unknown,Coffee Like
Анапа,coffee_like,ул. 40 Лет Победы 1 б,unknown,Coffee Like
Анапа,coffee_like,ул. Парковая 91А,unknown,Coffee Like
Геленджик,coffee_like,ул. Ленина 1,unknown,Coffee Like
Краснодар,coffee_like,ул. Ставропольская 252 а,unknown,Coffee Like
Краснодар,coffee_like,ул. Зиповская 9,unknown,Coffee Like
Краснодар,coffee_like,ул. Володи Головатого 313,unknown,Coffee Like
Краснодар,coffee_like,ул. 1-го Мая 196/1,unknown,Coffee Like
Краснодар,coffee_like,ул. Красная 196,unknown,Coffee Like
Краснодар,coffee_like,ул. Крылатая 2,unknown,Coffee Like
Краснодар,coffee_like,ул. им. 40-летия Победы 22,unknown,Coffee Like
Мостовской,coffee_like,ул. Первомайская 111А,unknown,Coffee Like
Новороссийск,coffee_like,набережная Адмирала Серебрякова 27А,unknown,Coffee Like
Новороссийск,coffee_like,ул. Садовая 20А,unknown,Coffee Like
Krasnodar,lukoil,Russia 350049 Krasnodar Territory Krasnodar st. Turgeneva 138/5,unknown,AZS № 23703
unknown,lukoil,Russia Krasnodar Territory Slavyansk district within the borders of the former ZAO Prikubanskoye from the west along the Slavyansk-Crimea highway from the north along the Slavyansk-Krasnodar bypass road from the east the border with the territory of MTF-2 and further along the distribution channel of the irrigated area along the field number 3.4 from the south PAOS,unknown,AZS No23379 (Slavyanskiy area)
Labinsk,lukoil,Russia 352508 Krasnodar Territory Labinsk st. Pobedy 141,unknown,AZS №23375
unknown,lukoil,Russia 353555 Krasnodar Territory Temryukskiy area road M-25 Novorossiysk-Kerchenksky Strait territory 26 km  2,unknown,MAZS №23373 (Temryukskiy area)
unknown,lukoil,Russia 353555 Krasnodar Territory Temryukskiy munitsipalnyy area Tamanskoye Taman road M-25 Novorossiysk-Kerchenksky Strait territory 26 km  1,unknown,MAZS №23374 (Temryukskiy area) 
unknown,lukoil,Russia 352080 Krasnodar Territory Krylovskoy area road FAD M-4 DON km 1177+400 m left,unknown,MAZS №23284
Krasnodar,lukoil,Russia 350059 Krasnodar Territory Krasnodar st. Vostochno-Kruglikovskaya 35,unknown,AZS No23368
Sochi,lukoil,Russia 354000 Krasnodar region Sochi Khostinskiy area st. Transportnaya 183,unknown,AZS No23366
Tbilisskiy area,lukoil,Russia 352360 Krasnodar Territory Tbilisskiy area Tbilisskaya st. Oktyabrskaya 141D,unknown,AZS №23365 st. Tbilisskaya
