City,Place Name,Zipcode,Name
Pfaffenhofen an der Ilm,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Pfaffenhofen an der Ilm, Hauptplatz 9"
Cham,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Cham, Marktplatz 12"
Regensburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Regensburg, Weiße-Lilien-Str. 7"
Schwandorf,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Schwandorf, Friedrich-Ebert-Straße 11"
Lauf an der Pegnitz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Lauf an der Pegnitz, Marktplatz 53"
Marktredwitz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Marktredwitz, Markt 20"
Schwabach,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Schwabach, Königsplatz 25"
Neumarkt i. d. OPf.,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Neumarkt i. d. OPf., Obere Marktstraße 32"
Deggendorf,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Deggendorf, Veilchengasse 2"
Amberg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Amberg, Georgenstraße 22"
Forchheim,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Forchheim Zentrum, Zentrum"
Weiden in der Oberpfalz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Weiden in der Oberpfalz, Max-Reger-Str. 3"
Straubing,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Straubing, Ludwigsplatz 15"
Bamberg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bamberg, Grüner Markt 5"
Nürnberg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Nürnberg, Breite Gasse 64-66"
Erlangen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Erlangen, Nürnberger Straße 13"
Fürth,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Fürth, Schwabacher Str. 36"
