City,Place Name,Zipcode,Name
Grootfontein,shell,,unknown,MAROELA MOTORS
Otavi,shell,,unknown,OTAVI SERVICE STATION
Okakarara,shell,,unknown,OKAKARARA SERVICE SATION
Otjiwarongo,shell,,unknown,MIDWAY CONVENIENCE CENTRE
Kalkfeld,shell,,unknown,KALKFELD SHELL SERVICE STATION
Okahandja,shell,,unknown,OKAHANDJA TRUCK STOP
Oshifo,shell,,unknown,OSHIFO SERVICE STATION
Namibia,tops_at_spar,Martin Neib Ave Okahandja Namibia,unknown,Tops At Okahandja
Namibia,tops_at_spar,45 Hage Geingob Street Otjiwarongo Namibia,unknown,Tops At Theo's
Otjiwarongo,western_union,,unknown,NOVACAMBIOS OTJIWARONGO MALL
