Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
Motorcraft36TLSEnglish,ford,"Entreposto Comercial de Timor, S.A.",,Dili,,,TL,+670 331 5050,www.entreposto.tl,,Ford,Q44294
73224839,moneygram,BNCTL - #1 - AILEU - BNCTL AILEU - #8 -,,AILEU,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224897,moneygram,BNCTL - #1 - AINARO - BNCTL AINARO - #14,,AINARO,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224842,moneygram,BNCTL - #1 - BAUCAU - BNCTL BAUCAU - #9,,BAUCAU,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224949,moneygram,BNCTL - #1 - BNCTL MANATUTO - #19 - MANA,,MANATUTO,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224790,moneygram,BNCTL - #4 - DILI - BNCTL - #1 - DILI -,,DILI,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224826,moneygram,BNCTL - #1 - DILI - BNCTL DNTT BALIDE -,,DILI,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224800,moneygram,BNCTL - #1 - DILI - BNCTL DNTT HERA - #5,,DILI,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224761,moneygram,BNCTL - #1 - DILI - BNCTL HEAD OFFICE,,DILI,,,TL,+670 7761 1000,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224787,moneygram,BNCTL - #1 - DILI - BNCTL MANDARIN - #3,,DILI,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224813,moneygram,BNCTL - #1 - DILI - BNCTL MINISTERIO JUS,,DILI,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224774,moneygram,BNCTL - #1 - DILI - BNCTL OBRIGADO BARRA,,DILI,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224936,moneygram,BNCTL - #1 - LIQUICA - BNCTL LIQUICA - #,,LIQUICA,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224884,moneygram,BNCTL - #1 - MALIANA - BNCTL MALIANA - #,,MALIANA,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224923,moneygram,BNCTL - #1 - OECUSSE - BNCTL OECUSSE - #,,OECUSSE,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224910,moneygram,BNCTL - #1 - SUAI - BNCTL SUAI - #16 - S,,SUAI,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224855,moneygram,BNCTL - #1 - VIQUEQUE - BNCTL VIQUEQUE -,,VIQUEQUE,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224871,moneygram,BNCTL - #1 - GLENO - BNCTL GLENO - #12 -,,GLENO,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224868,moneygram,BNCTL - #1 - LOSPALOS - BNCTL LOSPALOS -,,LOSPALOS,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
73224907,moneygram,BNCTL - #1 - SAME - BNCTL SAME - #15 - S,,SAME,,,TL,+670 331 0444,,Mo-Fr 08:00-18:00; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66349239,moneygram,ISLAND DREAM MONEY LDA,,DILI,,,TL,7611000,,Mo-Sa 07:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
70358245,moneygram,ISLAND DREAM MONEY - BAUCAU - PLAZA TELK,,BAUCAU,,,TL,+670 7411 1000,,Mo-Sa 07:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
70358287,moneygram,ISLAND DREAM MONEY - LOS PALOS - PLAZA T,,LOS PALOS,,,TL,+670 7411 2000,,Mo-Sa 07:00-18:00; Su 00:00-24:00,MoneyGram,Q1944412
66349828,moneygram,ISLAND DREAM MONEY LDA,,DILI,,,TL,7611000,,Mo-Sa 07:00-20:00; Su 00:00-24:00,MoneyGram,Q1944412
