City,Place Name,Zipcode,Name
CNEL. OVIEDO,shell,,unknown,Shell Cnel. Oviedo - KM 130
CAAGUAZU,shell,,unknown,Shell Caaguazú - KM 181
J.E.ESTIGARRIBIA,shell,,unknown,Shell J. E. Estigarribia - KM 250
J.E.ESTIGARRIBIA,visa,,unknown,unknown
CAAGUAZU,visa,,unknown,unknown
CORONEL OVIEDO,visa,,unknown,unknown
Coronel Oviedo,western_union,,unknown,AR COMERCIAL
Culantrillo,western_union,,unknown,DG CELLTRONIC
Jose Domingo Ocampo,western_union,,unknown,COOPERATIVA AYACAPE LTDA
Tembiapora,western_union,,unknown,CIS KCHOS CELL
Toledo,western_union,,unknown,ZULIA SA
J E Estigarribia,western_union,,unknown,ZULIA SA
Dr Juan Eulogio Estigarribia,western_union,,unknown,RICHTER HARDER MARTIN DANIEL
Campo 9,western_union,,unknown,GYC MULTISERVICIOS
Repatriacion,western_union,,unknown,DESPENSA ITURBE
Caaguazu,western_union,,unknown,CAAGUAZU MERCADO ROKA
Juan Manuel Frutos,western_union,,unknown,MI FARMA
Caaguaz�,western_union,,unknown,Banqueros
Cnel Oviedo,western_union,,unknown,Team Lubrios
Raul Arsenio Oviedo,western_union,,unknown,SOL COMERCIAL
Raul Arsernio Oviedo,western_union,,unknown,ZULIA SA
3 De Febrero,western_union,,unknown,BAUDY CELL
San Jose De Los Arroyos,western_union,,unknown,COOPERATIVA SAN JOSE DE LOS ARROYOS
Yhu,western_union,,unknown,MILMAR CELL
Dr Juan Manuel Frutos,western_union,,unknown,PASTOREO DE GABRIEL CRISTALDO
Juan M Frutos,western_union,,unknown,AUTOSERVICE LA PREFERIDA
Vaqueria,western_union,,unknown,E Y B COMERCIAL
Carayao,western_union,,unknown,COMERCIAL VICKY
San Joaquin,western_union,,unknown,MEGACOSITAS JOSIAS
Santa Rosa Del Mbutuy,western_union,,unknown,CASA OLGA
Cecilio Baez,western_union,,unknown,DESPENSA FRANCIS
Simon Bolivar,western_union,,unknown,CENTER CELL
