City,Place Name,Zipcode,Name
Düsseldorf,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Düsseldorf Friedrichstadt, Friedrichstraße 53"
Duisburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Duisburg Hamborn, Jägerstraße 72"
Kamp-Lintfort,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Kamp-Lintfort, Moerser Str. 222"
Krefeld,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Krefeld, Hochstr. 65"
Kempen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Kempen, Engerstr. 14"
Hilden,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Hilden, Mittelstr. 49-51"
Dormagen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Dormagen, Kölner Straße 107"
Essen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Essen Steele, Hansastraße 34"
Ratingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Ratingen, Oberstraße 30"
Geldern,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Geldern, Issumer Straße 23 - 25"
Dinslaken,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Dinslaken, Neustr. 36"
Langenfeld,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Langenfeld, Marktplatz 1"
Moers,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Moers, Homberger Straße 27"
