City,Place Name,Zipcode,Name
ZACATECAS,moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10GTO5
VILLANUEVA,moneygram,,unknown,OXXO - VILLANUEVA II ZCL
GUADALUPE,moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10GTO5
FRESNILLO,moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10GTO5
FRANCISCO R MURGUIA,moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10GTO5
GENERAL ENRIQUE ESTRADA,moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10GTO5
PANUCO,moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10GTO5
VALPARAISO,moneygram,,unknown,OXXO - VALPARAISO ZCL
SOLEDAD DE GRACIANO,moneygram,,unknown,COPPEL TRANSMISORES - SOLEDAD DE GRACIAN
JUCHIPILA,moneygram,,unknown,OXXO - JARDIN ZCL
CALERA,moneygram,,unknown,OXXO - JARDIN CALERA ZCL
JALPA,moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10GTO5
JERAZ DE GARCIA SALINAS,moneygram,,unknown,COPPEL TRANSMISORES - JERAZ DE GARCIA SA
LORETO,moneygram,,unknown,CADENA COMERCIAL OXXO SA DE CV - #10GTO5
OJOCALIENTE,moneygram,,unknown,SORIANA - #605 - OJOCALIENTE - OJO CALIE
RIO GRANDE,moneygram,,unknown,OXXO - RIO GRANDE ZCL
SOMBRERETE,moneygram,,unknown,SORIANA - #494 - SOMBRERETE - SOMBRERETE
TLALTENANGO DE SANCHEZ ROMAN,moneygram,,unknown,OXXO - TLALTENANGO ZCL
CONCEPCION DEL ORO,moneygram,,unknown,OXXO - LA PALMA SLF
JEREZ DE GARCIA SALINAS,moneygram,,unknown,DINERO EXPRESS - #6732 - JEREZ DE GARCIA
LUIS MOYA,moneygram,,unknown,OXXO - VINEDOS ZCL
