City,Place Name,Zipcode,Name
unknown,aldi_sud_ie,,unknown,"ALDI Golden Island, Athlone"
unknown,allied_irish_banks_ie,,unknown,AIB Bank - Athlone
unknown,inver,Monilea Mullingar Westmeath,unknown,Inver Whelan Oil
Mullingar,lidl_ie,,unknown,Mullingar
Athlone,lidl_ie,,unknown,Athlone
Westmeath,maxol_ie,,unknown,Maxol Service Station Mullingar
Moate,mercedes_benz,,unknown,KINAHAN COMMERCIALS LIMITED
Athlone Westmeath,subway,,unknown,Subway Texaco Gas/C-Store
Mullingar,subway,,unknown,Subway
ATHLONE,visa,,unknown,unknown
MULLINGAR,visa,,unknown,unknown
Athlone,western_union,,unknown,RECHARGE
