City,Place Name,Zipcode,Name
Ohta,audi,373-0861 Gunma OTA Ohta Minamiyajimacho 916-1,unknown,Audi Ohta
Takasaki,audi,370-0001 Gunma MAEBASHI/TAKASAKI Takasaki Nakaomachi 467,unknown,Audi Approved Automobile Takamae
Ora-gun,bmw_group,,unknown,K.K. Motopark / Motopark Motopark
Maebashi-city,bmw_group,,unknown,"K.K. IMC, MINI Isesaki/MINI NEXT Is esaki"
"Takasaki-city,",bmw_group,,unknown,"K.K. Motoren Gunma, Takasaki HQ"
"Maebashi-city,",bmw_group,,unknown,"K.K. Motoren Gunma, Maebashi/ BMW Premium Selection Maebashi"
"Ota-city,",bmw_group,,unknown,"K.K. Motoren Gunma, Ota"
Takasaki-city,bmw_group,,unknown,K.K. Yanase Auto / M.Takasaki Motorrad Takasaki
Isezaki,western_union,,unknown,LITTLE DIVISORIA
Oura,western_union,,unknown,COMPUTER STORE
