City,Place Name,Zipcode,Name
Falkirk,j_d_wetherspoon,Bank Street Falkirk Stirling and Falkirk FK1 1NB,unknown,The Carron Works
Killin,the_cooperative_group,,unknown,"The Co-operative Food, Killin - Lyon Road"
Aberfoyle,the_cooperative_group,,unknown,"The Co-operative Food, Aberfoyle - Main Street"
Stirling,the_cooperative_group,,unknown,Bridge of Allan Funeralcare
Falkirk,the_cooperative_group,,unknown,"Co-op Funeralcare, Falkirk"
Doune,the_cooperative_group,,unknown,"The Co-operative Food, Doune - Castlehill Court"
Killearn,the_cooperative_group,,unknown,"The Co-operative Food, Killearn"
Denny,the_cooperative_group,,unknown,"The Co-operative Food, Denny"
Callander,the_cooperative_group,,unknown,"The Co-operative Food, Callander"
Balfron,the_cooperative_group,,unknown,"The Co-operative Food, Balfron"
Grangemouth,the_cooperative_group,,unknown,"Co-op Funeralcare, Grangemouth"
