City,Place Name,Zipcode,Name
Flint,asda_gb,,unknown,Asda
Mold,benchmarx_gb,,unknown,Benchmarx
Flint,b_and_m,,unknown,B&M Flint (726) Store with Garden Centre
Mold,b_and_m,,unknown,B&M Mold (691) Home Store with Garden Centre
Mold,costcutter_gb,,unknown,Costcutter
Holywell,j_d_wetherspoon,9–11 High Street Holywell Flintshire CH8 7LA,unknown,The Market Cross
Mold,j_d_wetherspoon,8–8a Wrexham Street Mold Flintshire CH7 1ES,unknown,The Gold Cape
Shotton,j_d_wetherspoon,2–4 Chester Road West Shotton Flintshire CH5 1BX,unknown,The Central Hotel
Flint,londis_gb,,unknown,Londis Coleshill Filling Station
Flint,marstons_plc,Church Street Flint Flintshire CH6 5AE,unknown,George & Dragon
Buckley,marstons_plc,153 Mold Road Elizabeth McEvoy) Buckley Flintshire CH7 2NH,unknown,Blue Anchor
Ruthin,marstons_plc,4 Clwyd Street Ruthin Flintshire LL15 1HW,unknown,Boars Head
Mold,marstons_plc,15 Wrexham Street Mold Flintshire CH7 1ET,unknown,Red Lion Inn
Deeside,morrisons_gb,,unknown,Morrisons Daily Connahs Quay Red Hall
Flintshire,pizza_hut_gb,,unknown,Pizza Hut Queensferry
Deeside,premier_gb,,unknown,Premier Shotton Lane Stores
Holywell,premier_gb,,unknown,Premier Holway Convenience
Flint,premier_gb,,unknown,Premier Centre Point Convenience Store
Flint,rowlands_pharmacy_gb,,unknown,Rowlands Pharmacy Flint
Deeside,rowlands_pharmacy_gb,,unknown,Rowlands Pharmacy Connah's Quay
Queensferry,rowlands_pharmacy_gb,,unknown,Rowlands Pharmacy Queensferry
Holywell,rowlands_pharmacy_gb,,unknown,Rowlands Pharmacy Halkyn Road
Buckley,rowlands_pharmacy_gb,,unknown,Rowlands Pharmacy Buckley
Deeside,screwfix_gb,,unknown,Screwfix Deeside
Mold,specsavers,,unknown,Mold
Flint,specsavers,,unknown,Flint
Queensferry,the_range,,unknown,The Range: Queensferry
MOLD,visa,,unknown,unknown
SALTNEY,visa,,unknown,unknown
DEESIDE,visa,,unknown,unknown
CONNAH'S QUAY,visa,,unknown,unknown
HOLYWELL,visa,,unknown,unknown
Buckley,voyagecare,,unknown,Community support in Buckley
Buckley,western_union,,unknown,BUCKLEY POST OFFICE
Deeside,western_union,,unknown,ASTON POST OFFICE
Mold,western_union,,unknown,MOLD POST OFFICE
Flint,western_union,,unknown,FLINT POST OFFICE
Holywell,western_union,,unknown,HOLYWELL POST OFFICE
Chester,whsmith,,unknown,"WHSmith, Broughton Park, Chester"
Mold,whsmith,,unknown,"WHSmith, High Street, Mold"
