City,Place Name,Zipcode,Name
unknown,aldi_sud_ie,,unknown,"ALDI North Quay, Arklow"
unknown,allied_irish_banks_ie,,unknown,AIB Bank - Arklow
unknown,inver,Laragh Co. Wicklow,unknown,Inver McCoys
Bray,lidl_ie,,unknown,Bray
unknown,lidl_ie,,unknown,unknown
Arklow,lidl_ie,,unknown,Arklow
Wicklow,maxol_ie,,unknown,Maxol Service Station Vevay Road
Bray Co. Wicklow,subway,,unknown,Subway Royal House
Cullenmore Co. Wicklow,subway,,unknown,Subway Applegreen Motorway Svc Area
Bray,supervalu_ie,,unknown,SuperValu
ARKLOW,visa,,unknown,unknown
WICKLOW,visa,,unknown,unknown
ASHFORD,visa,,unknown,unknown
GREYSTONES,visa,,unknown,unknown
BRAY,visa,,unknown,unknown
BLESSINGTON,visa,,unknown,unknown
