State,Place Name,City,Establishments
UNKNOWN,accor,unknown,50
UNKNOWN,adidas,Hiroshima,1
UNKNOWN,adidas,Nasu Shiobara Tochigi,1
13,adidas,Tokyo,1
UNKNOWN,adidas,Tokyo,3
UNKNOWN,adidas,Chiba,2
UNKNOWN,adidas,北広島市,1
UNKNOWN,adidas,横浜市,1
20,adidas,北佐久郡,2
26,adidas,京都市,1
23,adidas,名古屋市,2
40,adidas,FUKUOKA,1
UNKNOWN,adidas,151-8580,1
UNKNOWN,adidas,Osaka,2
46,adidas,鹿児島市,1
27,adidas,大阪市,4
13,adidas,東京都,10
40,adidas,福岡市,3
01,adidas,札幌市,2
11,adidas,三郷市,1
27,adidas,吹田市,1
14,adidas,横浜市,3
UNKNOWN,adidas,滋賀県蒲生郡,1
UNKNOWN,adidas,御殿場市,1
UNKNOWN,adidas,桑名市,1
UNKNOWN,adidas,稲敷郡,1
UNKNOWN,adidas,土岐市,1
11,adidas,富士見市,1
24,adidas,桑名市,1
14,adidas,神奈川県,1
22,adidas,磐田市,1
28,adidas,西宮市,1
14,adidas,海老名市,1
13,adidas,立川市,1
14,adidas,川崎市,1
12,adidas,船橋市,1
28,adidas,神戸市,2
13,adidas,武蔵野市,1
UNKNOWN,adidas,入間市,1
01,adidas,北広島市,1
11,adidas,入間市,1
47,adidas,豊見城市,1
09,adidas,那須塩原市,1
25,adidas,蒲生郡,1
04,adidas,仙台市,2
12,adidas,木更津市,1
13,adidas,八王子市,1
41,adidas,鳥栖市,1
21,adidas,土岐市,1
12,adidas,千葉市,1
22,adidas,御殿場市,1
09,adidas,佐野市,1
12,adidas,印旛郡,1
08,adidas,稲敷郡,1
34,adidas,広島市,1
33,adidas,倉敷市,1
福岡県,akachan_jp,飯塚市,1
大阪府,akachan_jp,高槻市,1
埼玉県,akachan_jp,深谷市,1
東京都,akachan_jp,板橋区,1
北海道,akachan_jp,札幌市 厚別区,1
神奈川県,akachan_jp,相模原市 緑区,1
北海道,akachan_jp,札幌市 東区,1
大阪府,akachan_jp,八尾市,1
東京都,akachan_jp,江東区,2
宮城県,akachan_jp,仙台市 太白区,1
埼玉県,akachan_jp,三郷市,1
静岡県,akachan_jp,磐田市,1
愛知県,akachan_jp,稲沢市,1
