City,Place Name,Zipcode,Name
STUBICKE TOPLICE,visa,,unknown,unknown
VELIKO TRGOVISCE,visa,,unknown,unknown
DONJA STUBICA,visa,,unknown,unknown
KLANJEC,visa,,unknown,unknown
GORNJA STUBICA,visa,,unknown,unknown
ZABOK,visa,,unknown,unknown
TUHELJ,visa,,unknown,unknown
MARIJA BISTRICA,visa,,unknown,unknown
KRAPINSKE TOPLICE,visa,,unknown,unknown
SVETI KRIZ ZACRETJE,visa,,unknown,unknown
DESINIC,visa,,unknown,unknown
ZLATAR BISTRICA,visa,,unknown,unknown
PREGRADA,visa,,unknown,unknown
KRAPINA,visa,,unknown,unknown
HUM NA SUTLI,visa,,unknown,unknown
LOBOR,visa,,unknown,unknown
