City,Place Name,Zipcode,Name
อุทัยธานี,nissan_europe,,unknown,ฟีนิกซ์ คาร์ สำนักงานใหญ่
A.BAN RAI,shell,,unknown,DO KANKARUNG  BANRAI  UTI
UTHAI THANI,visa,,unknown,unknown
Ban Rai,western_union,,unknown,THAILAND POST MUEANG KA RUNG
Huai Khot,western_union,,unknown,BAAC HUAI KHOT THUNG NA
Nong Chang,western_union,,unknown,BBL NONG CHANG
Lan Sak,western_union,,unknown,THAILAND POST LAN SAK
Thap Than,western_union,,unknown,THAILAND POST THAP THAN
Nong Khayang,western_union,,unknown,THAILAND POST NONG KHAYANG
Sawang Arom,western_union,,unknown,THAILAND POST SAWANG AROM
Mueang,western_union,,unknown,BAAC UTHAI THANI
