Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
kwlgxhx-hampton-guilin-xiufeng,hilton,Hampton by Hilton Guilin Xiufeng,"206 Dong'an Rd, Xiufeng District, Guilin, 541001, China",,,,CN,+86 773 219 1555,https://www.hilton.com/ar/hotels/kwlgxhx-hampton-guilin-xiufeng/,,Hampton by Hilton,Q5646230
66808275,moneygram,BOC - #14371 - GXGL SHANGHAILU SUBBRANCH,,GUILIN,,,CN,+86 773 384 2449,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66808291,moneygram,BOC - #14378 - GXGL JICHANG SUBBRANCH,,GUILIN,,,CN,+86 773 284 4020,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66806293,moneygram,BOC - #14390 - GXGL DIECAI SUBBRANCH,,GUILIN,,,CN,+86 773 260 5434,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66806918,moneygram,BOC - #14386 - GXGL XICHENGLU SUBBRANCH,,GUILIN,,,CN,+86 773 281 0531,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66806905,moneygram,BOC - #14381 - GXGL JIEFANGDONGLU SUBBRA,,GUILIN,,,CN,+86 773 282 5310,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66806947,moneygram,BOC - #14373 - GXGL DONGJIANG SUBBRANCH,,GUILIN,,,CN,+86 773 584 2992,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66806963,moneygram,BOC - #14388 - GXGL ZHONGSHAN BEILU SUBB,,GUILIN,,,CN,+86 773 260 4194,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66806921,moneygram,BOC - #14385 - GXGL XINYILU SUBBRANCH,,GUILIN,,,CN,+86 773 283 2341,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66806950,moneygram,BOC - #14392 - GXGL LIUHELU SUBBRANCH,,GUILIN,,,CN,+86 773 898 2921,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66806976,moneygram,BOC - #14391 - GXGL WANGCHENG SUBBRANCH,,GUILIN,,,CN,+86 773 280 8693,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66806989,moneygram,BOC - #14389 - GXGL LUDI SUBBRANCH,,GUILIN,,,CN,+86 773 269 6586,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66807742,moneygram,BOC - #14382 - GXGL LIUMASHAN SUBBRANCH,,GUILIN,,,CN,+86 773 285 1044,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66806895,moneygram,BOC - #14394 - GXGL  ZHONGXIN SQUARE SUB,,GUILIN,,,CN,+86 773 285 9913,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
