Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
f76445a400e049521e97de21a74db850,western_union,MTWARA HEAD POST OFFICE,,Mtwara,MTWARA,,TZ,+255 22 213 2821,https://location.westernunion.com/tz/mtwara/mtwara/f76445a400e049521e97de21a74db850,Mo-Fr 08:00-16:30; Sa 09:00-12:00,Western Union,Q861042
9be9c75fd5b0fd5027af7498b397638a,western_union,CRDB BANK MTWARA BRANCH,,Mtwara,MTWARA,,TZ,+255 22 212 9412,https://location.westernunion.com/tz/mtwara/mtwara/9be9c75fd5b0fd5027af7498b397638a,Mo-Fr 08:30-17:30; Sa 08:30-14:00,Western Union,Q861042
33b9bb3ce68dd787cd1c003f9f095d6b,western_union,CRDB BANK MTWARA BRANCH,,Mtwara,MTWARA,,TZ,+255 22 212 9412,https://location.westernunion.com/tz/mtwara/mtwara/33b9bb3ce68dd787cd1c003f9f095d6b,Mo-Fr 08:30-17:30; Sa 08:30-14:00,Western Union,Q861042
c5f9e55c851861cb0504013e7a81823b,western_union,BANK OF AFRICA MTWARA BRANCH,,Mtwara,MTWARA,,TZ,(+255) 23-699000228,https://location.westernunion.com/tz/mtwara/mtwara/c5f9e55c851861cb0504013e7a81823b,Mo-Fr 08:30-18:00; Sa 09:00-14:00,Western Union,Q861042
58ce7cf46dcd6b6d8b62485b00da9ac0,western_union,BANK OF AFRICA MTWARA BRANCH,,Mtwara,MTWARA,,TZ,(+255) 23-699000228,https://location.westernunion.com/tz/mtwara/mtwara/58ce7cf46dcd6b6d8b62485b00da9ac0,Mo-Fr 08:30-18:00; Sa 09:00-14:00,Western Union,Q861042
0aed5125f4eee161c1b33b7510b7d0a5,western_union,DIAMOND TRUST BANK MTWARA,,Mtwara,MTWARA,,TZ,+255 23 211 4210,https://location.westernunion.com/tz/mtwara/mtwara/0aed5125f4eee161c1b33b7510b7d0a5,Mo-Fr 08:30-17:00; Sa 09:30-13:30,Western Union,Q861042
eceab8ef1805bcc23e504aece62e7e1e,western_union,TCB MTWARA,,Mtwara,MTWARA,,TZ,(+252) 22-2110621-2222,https://location.westernunion.com/tz/mtwara/mtwara/eceab8ef1805bcc23e504aece62e7e1e,Mo-Fr 08:30-16:00; Sa 09:00-12:30,Western Union,Q861042
8e540a053f8256e177ed91de045ec907,western_union,TCB MTWARA,,Mtwara,MTWARA,,TZ,(+252) 22-2110621-2222,https://location.westernunion.com/tz/mtwara/mtwara/8e540a053f8256e177ed91de045ec907,Mo-Fr 08:30-16:00; Sa 09:00-12:30,Western Union,Q861042
a148d023d2185077102eabba61a20400,western_union,NBC MTWARA BRANCH,,Mtwara,MTWARA,,TZ,(+255) 1-768984000,https://location.westernunion.com/tz/mtwara/mtwara/a148d023d2185077102eabba61a20400,Mo-Fr 08:00-18:00; Sa 08:00-16:00,Western Union,Q861042
f15792cdc554f890d508dc19510ebad2,western_union,CRDB BANK TANDAHIMBA BRANCH,,Mtwara,MTWARA,,TZ,+255 22 221 2958,https://location.westernunion.com/tz/mtwara/mtwara/f15792cdc554f890d508dc19510ebad2,Mo-Fr 08:30-18:30; Sa 08:30-14:30,Western Union,Q861042
b712eae3c838a158a08c2b82cd65b939,western_union,PBZ MTWARA BRANCH,,Dar Es Salaam,MTWARA,,TZ,+255 23 233 3171,https://location.westernunion.com/tz/mtwara/dar-es-salaam/b712eae3c838a158a08c2b82cd65b939,Mo-Fr 08:30-04:30; Sa-Su 08:30-12:30,Western Union,Q861042
11ff35acf4bd1b95051736b38fc88360,western_union,TCB NEWALA,,Newala,MTWARA,,TZ,(+252) 22-2110621-2241,https://location.westernunion.com/tz/mtwara/newala/11ff35acf4bd1b95051736b38fc88360,Mo-Fr 08:30-16:00; Sa 09:00-12:00,Western Union,Q861042
8efd1c2d2d96d524b959242a05f8d214,western_union,CRDB BANK MASASI,,Mtwara,MTWARA,,TZ,+255 22 212 9412,https://location.westernunion.com/tz/mtwara/mtwara/8efd1c2d2d96d524b959242a05f8d214,Mo-Fr 08:00-17:30; Sa 09:00-14:00,Western Union,Q861042
c14f1e324c31802ecb2e56f1033de215,western_union,NBC MASASI BRANCH,,Masasi,MTWARA,,TZ,(+255) 1-768984000,https://location.westernunion.com/tz/mtwara/masasi/c14f1e324c31802ecb2e56f1033de215,Mo-Fr 08:00-18:00; Sa 08:00-16:00,Western Union,Q861042
bdfd612c2cf47f245a4db5c160a10f74,western_union,TCB MASASI,,Tunduru,MTWARA,,TZ,(+252) 22-2110621-2231,https://location.westernunion.com/tz/mtwara/tunduru/bdfd612c2cf47f245a4db5c160a10f74,Mo-Fr 08:30-16:00; Sa 09:00-12:30,Western Union,Q861042
