City,Place Name,Zipcode,Name
Sharjah,lovisa,,unknown,Lovisa
SHARJAH,visa,,unknown,unknown
AL DHAID,visa,,unknown,unknown
KALBA,visa,,unknown,unknown
DIBBA,visa,,unknown,unknown
KHORFAKKAN,visa,,unknown,unknown
Al Majaz,western_union,,unknown,AL ANSARI EXCHANGE
Sharjah,western_union,,unknown,SAAD EXCHANGE
Muweilah,western_union,,unknown,AL ANSARI EXCHANGE
Industrial Area 15,western_union,,unknown,AL ANSARI EXCHANGE
Sharjah 5,western_union,,unknown,LULU INTERNATIONAL EXCHANGE LLC
Abu Shagara,western_union,,unknown,AL ANSARI EXCHANGE
Al Nahda,western_union,,unknown,DELMA AL WAHDA
Al Sharq Butina,western_union,,unknown,AL BUTINA
Al Nasserya,western_union,,unknown,AL ANSARI EXCHANGE
Rolla Sharjah,western_union,,unknown,FEDERAL EXCHANGE
Al Qasmia,western_union,,unknown,AL ANSARI EXCHANGE
Al Khan,western_union,,unknown,AL ANSARI EXCHANGE
Alqarain,western_union,,unknown,AL ANSARI EXCHANGE
Juraina,western_union,,unknown,AL ANSARI EXCHANGE
Al Dhaid,western_union,,unknown,AL ANSARI EXCHANGE
Sajaa,western_union,,unknown,LULU INTERNATIONAL EXCHANGE LLC
Khorfakkan,western_union,,unknown,EMIRATES INDIA INTL EXCHANGE
Khor Fakkan,western_union,,unknown,AL ANSARI EXCHANGE
Kalba,western_union,,unknown,AL ANSARI EXCHANGE
