City,Place Name,Zipcode,Name
unknown,aldi_sud_ie,,unknown,"ALDI Bury Street, Ballina"
unknown,allied_irish_banks_ie,,unknown,AIB Bank - Ballina
unknown,inver,Westport Road Castlebar Mayo,unknown,Inver Cosgraves
unknown,inver,Ballyvarry Co. Mayo,unknown,Inver McHales
Westport,lidl_ie,,unknown,Westport
Ballina,lidl_ie,,unknown,Ballina
Castlebar,lidl_ie,,unknown,Castlebar
Mayo,maxol_ie,,unknown,Maxol Service Station Newport Road
Swinford,subway,,unknown,Subway Applegreen Service Station
NEWPORT,visa,,unknown,unknown
CLOREMORRIS,visa,,unknown,unknown
CLAREMORRIS,visa,,unknown,unknown
WESTPORT,visa,,unknown,unknown
CASTLEBAR,visa,,unknown,unknown
BALLINA,visa,,unknown,unknown
