State,Place Name,City,Establishments
UNKNOWN,accor,unknown,28
UNKNOWN,adidas,Kuala Lumpur,1
06,adidas,Pahang,2
01,adidas,Indahpura,2
WILAYAHPERSEKUTUANKUALALUMPUR,adidas,Kuala Lumpur,1
07,adidas,Penang,1
14,adidas,Kuala Lumpur,7
10,adidas,Selangor,1
10,adidas,Petaling Jaya,2
UNKNOWN,alstom,unknown,1
SELANGOR,anytime_fitness,Seri Kembangan,1
KUALALUMPUR,anytime_fitness,Kuala Lumpur,3
SELANGOR,anytime_fitness,Petaling Jaya,3
KUALALUMPUR,anytime_fitness,Jalan Sultan Ismail,1
KUALALUMPUR,anytime_fitness,Sunway Putra Mall,1
KUALALUMPUR,anytime_fitness,Bangsar South,1
KUALALUMPUR,anytime_fitness,Eco Sky Jalan Kuching,1
KUALALUMPUR,anytime_fitness,Bukit Jalil,1
SELANGOR,anytime_fitness,Tamarind Square,1
KUALALUMPUR,anytime_fitness,Wilayah Persekutuan,2
SELANGOR,anytime_fitness,TBD,1
KUALALUMPUR,anytime_fitness,Sri Petaling,1
KUALALUMPUR,anytime_fitness,Kepong Baru,1
JOHOR,anytime_fitness,Sunway Big Box,1
SELANGOR,anytime_fitness,Shah Alam,4
JOHOR,anytime_fitness,Bukit Indah,1
PENANG,anytime_fitness,Pulau Pinang,1
SELANGOR,anytime_fitness,Bandar Setia Alam Shah Alam,1
KUALALUMPUR,anytime_fitness,Petaling Jaya,1
SELANGOR,anytime_fitness,Highpark Kelana Jaya,1
KUALALUMPUR,anytime_fitness,Damansara Heights,1
JOHOR,anytime_fitness,Johor Bahru,3
SELANGOR,anytime_fitness,Plaza Shah Alam,1
KUALALUMPUR,anytime_fitness,Sentul Point,1
KUALALUMPUR,anytime_fitness,Taman Bukit Cheras,1
SELANGOR,anytime_fitness,"Bukit Tinggi, Klang",1
SELANGOR,anytime_fitness,Bandar Sunway,1
SELANGOR,anytime_fitness,Kuala Lumpur,1
SELANGOR,anytime_fitness,Bandar Puteri Puchong,1
KUALALUMPUR,anytime_fitness,UOA Bangsar,1
SELANGOR,anytime_fitness,Jalan Bukit,1
KUALALUMPUR,anytime_fitness,Maluri,1
SELANGOR,anytime_fitness,Putrajaya,1
KUALALUMPUR,anytime_fitness,Setapak,1
KUALALUMPUR,anytime_fitness,Taman Tun Dr. Ismail 60000,1
KUALALUMPUR,anytime_fitness,Taman Desa,1
SELANGOR,anytime_fitness,Puchong,1
SELANGOR,anytime_fitness,Bandar 16 Sierra Puchong,1
KUALALUMPUR,anytime_fitness,Jalan Dutamas,1
SELANGOR,anytime_fitness,Subang Jaya,1
SELANGOR,anytime_fitness,"Petaling Jaya,",1
KUALALUMPUR,anytime_fitness,Pearl Point,1
SELANGOR,anytime_fitness,Bandar Utama,1
KUALALUMPUR,anytime_fitness,Sri Damansara,1
JOHOR,anytime_fitness,Setia Tropika,1
KUALALUMPUR,anytime_fitness,Jalan Taman,1
14,ashley_furniture,Kuala Lumpur,1
UNKNOWN,ashley_furniture,Penang,1
10,ashley_furniture,Petaling Jaya,1
10,ashley_furniture,Bandar Baru Bangi,1
SELANGOR,audi,Shah Alam,1
JOHOR,audi,Johor Bahru,1
PERAK,audi,Ipoh,1
PENANG,audi,Prai,1
SELANGOR,audi,"Shah Alam, Selangor",1
JOHOR,aurecongroup,"Taman Molek, Johor",1
SELANGOR,aurecongroup,"Petaling Jaya, Kuala Lumpur",1
KUL,aveda,KUALA LUMPUR,1
JOHORBAHRU,avis,Johor Bahru,1
MEZZANINEFLRMETROPOLISTOW,avis,Abdullah Tahir,1
TAWAU,avis,Tawau,1
KOTAKINABALUAIRPORT,avis,"Kota Kinabalu, Sabah",1
JLNSULTANISMAIL,avis,Kuala Lumpur,1
GRDFLRBLKDCARPARKKLIA,avis,Sepang,1
SARAWAK,avis,Sarawak,1
LANDSLIDEBT7JLUTARA,avis,Sandakan,1
GRDFLRARRIVALHALL,avis,Penang,1
TAMANMELAKARAYA,avis,Melaka,1
JALANLAPANGANTERBANG,avis,"Kuching, Sarawak",1
LAPTERBANGSULTANAHMADSHAH,avis,Kuantan,1
TERMINALKLIA2KLINTLAPO,avis,Kuala Lumpur,1
PERSIARANKERJAYAGLENMARIE,avis,Shah Alam,1
SULTANISMAILPETRAAIRPORT,avis,Kota Bharu,1
KOMALBUKHARYJLNLANGGAR,avis,Alor Setar,1
PUBLICCONCOURSE,avis,"Kuching, Sarawak",1
MELAKA,bmw_group,Melaka,2
KUALALUMPUR,bmw_group,Bangsar,1
SELANGOR,bmw_group,Puchong,2
SELANGOR,bmw_group,Petaling Jaya,3
UNKNOWN,bmw_group,Kuala Lumpur,2
PULAUPINANG,bmw_group,Georgetown,1
WILAYAHPERSEKUTUAN,bmw_group,Kuala Lumpur,1
SARAWAK,bmw_group,Kuching,1
SARAWAK,bmw_group,Sibu,1
NEGERISEMBILAN,bmw_group,Seremban,1
KEDAH,bmw_group,Langkawi,1
SARAWAK,bmw_group,Miri,1
SELANGOR,bmw_group,Klang,1
PULAUPINANG,bmw_group,Sungai Jawi,1
SABAHMALAYSIA,bmw_group,Kota Kinabalu,1
JOHOR,bmw_group,Johor Bahru,1
SELANGOR,bmw_group,Shah Alam,1
PULAUPINANG,bmw_group,Prai,1
SELANGOR,bmw_group,Balakong,1
PERAK,bmw_group,Ipoh,2
JOHOR,bmw_group,Tebrau,1
PAHANG,bmw_group,Kuantan,1
UNKNOWN,bmw_group,Shah Alam,1
JOHOR,bmw_group,Batu Pahat,1
KEDAH,bmw_group,Alor Setar,2
PULAUPINANG,bmw_group,Pulau Pinang,1
KUALALUMPUR,bmw_group,Kuala Lumpur,1
KELANTAN,bmw_group,Kota Bharu,1
KUALALUMPUR,botteg_aveneta,Kuala Lumpur,3
MELAKA,caltex,Alor Gajah,3
JOHOR,caltex,Daerah Kluang,1
PULAUPINANG,caltex,Pusat Bandar Seberang Jaya,1
KEDAH,caltex,Pendang,5
KELANTAN,caltex,Pasir Mas,5
