City,Place Name,Zipcode,Name
Bodø,audi,Gamle Riksvei 15 8008 Bodø,unknown,Sulland Bodø AS
Mo i Rana,audi,Redvald Knutsonsvei 1 8622 Mo i Rana,unknown,Sulland Mo AS
Sortland,audi,Bjørklundveien 4 8400 Sortland,unknown,Sortland Auto AS
Hamaroy,ionity,,unknown,Ulvsvåg
Mosjøen,mercedes_benz,,unknown,"M Nordvik AS, avd. Mosjøen"
Sortland,mercedes_benz,,unknown,Teknisk Bureau Sortland AS
Mo i Rana,mercedes_benz,,unknown,"M Nordvik AS, avd. Mo i Rana "
Bodø,mercedes_benz,,unknown,"M Nordvik AS, avd. Bodø"
Leknes,mercedes_benz,,unknown,Teknisk Bureau Leknes AS
Ankenes,mercedes_benz,,unknown,Teknisk Bureau Narvik AS
Brønnøysund,mercedes_benz,,unknown,TTS Bil og Dekksenter AS
