City,Place Name,Zipcode,Name
Gniezno,cukiernia_sowa_pl,,unknown,"Gniezno, ul. Rzeźnicka 1"
Kalisz,cukiernia_sowa_pl,,unknown,"Kalisz, ul. Górnośląska 82"
Konin,cukiernia_sowa_pl,,unknown,"Konin, ul. Chopina 15"
Leszno,cukiernia_sowa_pl,,unknown,"Leszno, Al. Konstytucji 3 Maja 12"
Poznań,cukiernia_sowa_pl,,unknown,"Poznań, ul. Pleszewska 1"
Stare Miasto,cukiernia_sowa_pl,,unknown,"Stare Miasto, ul. Ogrodowa 31"
Suchy Las,cukiernia_sowa_pl,,unknown,"Suchy Las, ul. Obornicka 85"
Śrem,cukiernia_sowa_pl,,unknown,"Śrem, ul. Chłapowskiego 28"
Wągrowiec,cukiernia_sowa_pl,,unknown,"Wągrowiec, ul. Słowackiego 5"
Września,cukiernia_sowa_pl,,unknown,"Września, ul. Warszawska 11"
Turek,cukiernia_sowa_pl,,unknown,"Turek, ul. Milewskiego 7"
