City,Place Name,Zipcode,Name
STOCKHOLM,systembolaget_se,,unknown,Långholmsgatan 21A
VÄLLINGBY,systembolaget_se,,unknown,Ångermannagatan 165
BROMMA,systembolaget_se,,unknown,Bromma Blocks
HÄSSELBY,systembolaget_se,,unknown,Hässelby Torg 3
KISTA,systembolaget_se,,unknown,Kista Galleria
JOHANNESHOV,systembolaget_se,,unknown,Globen
ÄLVSJÖ,systembolaget_se,,unknown,Älvsjö
Hägersten,systembolaget_se,,unknown,Västbergavägen 4
BANDHAGEN,systembolaget_se,,unknown,Högdalsgången 19
FARSTA,systembolaget_se,,unknown,Farstaplan 27
SKÖNDAL,systembolaget_se,,unknown,Sköndal
HÄGERSTEN,systembolaget_se,,unknown,Fruängsgången 10
SKÄRHOLMEN,systembolaget_se,,unknown,Skärholmsplan 1
SOLNA,systembolaget_se,,unknown,Postgången 28
SUNDBYBERG,systembolaget_se,,unknown,Landsvägen 53 B
VAXHOLM,systembolaget_se,,unknown,Söderhamnen 10
HALLSTAVIK,systembolaget_se,,unknown,Centrumtorget
NORRTÄLJE,systembolaget_se,,unknown,Tullportsgatan 12
SIGTUNA,systembolaget_se,,unknown,Stora Gatan 56 C
SÖDERTÄLJE,systembolaget_se,,unknown,Weda Södertälje
NYNÄSHAMN,systembolaget_se,,unknown,Mörbyvägen 3
LIDINGÖ,systembolaget_se,,unknown,Friggavägen 24
TÄBY,systembolaget_se,,unknown,Täby Centrum
DANDERYD,systembolaget_se,,unknown,Mörby Centrum
JÄRFÄLLA,systembolaget_se,,unknown,Barkarby
SOLLENTUNA,systembolaget_se,,unknown,Häggvik
HUDDINGE,systembolaget_se,,unknown,Sjödalstorget 5
MÄRSTA,systembolaget_se,,unknown,Nymärsta Kulle 3
UPPLANDS VÄSBY,systembolaget_se,,unknown,Väsby Centrum
NACKA,systembolaget_se,,unknown,Sickla
TYRESÖ,systembolaget_se,,unknown,Marknadsgränd 29
HANINGE,systembolaget_se,,unknown,Haninge Söderby
GUSTAVSBERG,systembolaget_se,,unknown,Mölnvik
SALTSJÖBADEN,systembolaget_se,,unknown,Torggatan 19
TUMBA,systembolaget_se,,unknown,Tumba Torg 8
NORSBORG,systembolaget_se,,unknown,Botkyrka
SKOGÅS,systembolaget_se,,unknown,Skogås Centrum
ÅKERSBERGA,systembolaget_se,,unknown,Storängstorget 7
VALLENTUNA,systembolaget_se,,unknown,Tuna Torg 19
SALTSJÖ-BOO,systembolaget_se,,unknown,Orminge Centrum
EKERÖ,systembolaget_se,,unknown,Ekerö Centrum
KUNGENS KURVA,systembolaget_se,,unknown,Kungens Kurva
RÖNNINGE,systembolaget_se,,unknown,Salem Centrum
KUNGSÄNGEN,systembolaget_se,,unknown,Kyrkvägen 4 A
RIMBO,systembolaget_se,,unknown,Köpmannagatan 2
VÄSTERHANINGE,systembolaget_se,,unknown,Västerhaninge centrum
NYKVARN,systembolaget_se,,unknown,Centrumvägen 8 C
Solna,systembolaget_se,,unknown,Mall of Scandinavia
Sundbyberg,systembolaget_se,,unknown,Sundbypark
