City,Place Name,Zipcode,Name
Beirut,audi,Dora Highway Kettaneh Main Building 1107-2020 Beirut,unknown,"Sales, Used Cars & Service: ETS FA Kettaneh"
"Dbayeh, Metn",audi,Al Saoud Church 10th Street 10 Dbayeh Metn,unknown,Service: ETS FA Kettaneh
SHEHIM,visa,,unknown,unknown
DAMOUR,visa,,unknown,unknown
KHALDAH,visa,,unknown,unknown
BCHAMOUN,visa,,unknown,unknown
HAZMIYEH,visa,,unknown,unknown
DEKWANEH,visa,,unknown,unknown
EZ ZALQA,visa,,unknown,unknown
BROUMMANA,visa,,unknown,unknown
BIKFAIYA,visa,,unknown,unknown
ZOUQ MKAYEL,visa,,unknown,unknown
JOUNIEH,visa,,unknown,unknown
JBEIL,visa,,unknown,unknown
