Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
be8558c7fe86c483e1d6581572fa8986,western_union,KWFT KATITO,,Kisumu,KISUMU,,KE,+254 20 8005899,https://location.westernunion.com/ke/kisumu/kisumu/be8558c7fe86c483e1d6581572fa8986,Mo-Fr 08:30-16:00; Sa 08:30-13:00,Western Union,Q861042
c320a40c9673f5a88c3fdd7175d90432,western_union,DTB WESTEND MALL,,Kisumu,KISUMU,,KE,+254 20 2592232,https://location.westernunion.com/ke/kisumu/kisumu/c320a40c9673f5a88c3fdd7175d90432,Mo-Fr 09:00-17:00; Sa 09:00-13:00,Western Union,Q861042
f97d85cc45dc5b1edc51a9d4d624aaa9,western_union,NATIONAL BANK KISUMU PREMIUM,,Kisumu,KISUMU,,KE,+254 703 088900,https://location.westernunion.com/ke/kisumu/kisumu/f97d85cc45dc5b1edc51a9d4d624aaa9,Mo-Fr 08:00-19:00; Sa 10:00-15:00,Western Union,Q861042
503c4e04eb8a2e230a627d3d0f580534,western_union,KWFT KISUMU,,Kisumu,KISUMU,,KE,+254 57 2023411,https://location.westernunion.com/ke/kisumu/kisumu/503c4e04eb8a2e230a627d3d0f580534,Mo-Fr 08:30-16:00; Sa 08:30-13:00,Western Union,Q861042
42be3a6446d7e1c31219b92113959730,western_union,I AND M KISUMU BRANCH,,Kisumu,KISUMU,,KE,+254 57 3221007,https://location.westernunion.com/ke/kisumu/kisumu/42be3a6446d7e1c31219b92113959730,Mo-Fr 09:00-17:30; Sa 09:00-14:30,Western Union,Q861042
e14357cc9d6ce15d67abb42cdf26b17f,western_union,CO OPERATIVE BANK KISUMU BRANCH,,Kisumu,KISUMU,,KE,+254 722 201239,https://location.westernunion.com/ke/kisumu/kisumu/e14357cc9d6ce15d67abb42cdf26b17f,Mo-Fr 08:00-18:00; Sa 08:00-15:00,Western Union,Q861042
77685ee5ae4107aa5c3b9a4b39360e85,western_union,KCB KISUMU WEST,,Kisumu,KISUMU,,KE,+254 57 2041236,https://location.westernunion.com/ke/kisumu/kisumu/77685ee5ae4107aa5c3b9a4b39360e85,Mo-Fr 08:30-17:00; Sa 08:30-13:00,Western Union,Q861042
0ed5a584e3397b0386f82c52bf134b1d,western_union,BANK OF AFRICA KISUMU,,Kisumu,KISUMU,,KE,+254 703 058120,https://location.westernunion.com/ke/kisumu/kisumu/0ed5a584e3397b0386f82c52bf134b1d,Mo-Fr 08:30-16:00; Sa 09:00-13:00,Western Union,Q861042
eeb4445e172d14bd45e320c3b608753d,western_union,NATIONAL BANK KISUMU,,Kisumu,KISUMU,,KE,+254 57 2024389,https://location.westernunion.com/ke/kisumu/kisumu/eeb4445e172d14bd45e320c3b608753d,Mo-Fr 08:00-17:00; Sa 08:00-13:00,Western Union,Q861042
fcf69808fd393f58ee38da69212df84d,western_union,KCB KISUMU AIRPORT,,Kisumu,KISUMU,,KE,+254 57 2532514,https://location.westernunion.com/ke/kisumu/kisumu/fcf69808fd393f58ee38da69212df84d,Mo-Fr 08:30-16:00; Sa 08:30-13:00,Western Union,Q861042
