Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://stores.footlocker.no/en/no-30/strommen/,footlocker,"Foot Locker Locations in Strommen, Viken | Approved",,New York,NY,,NO,(800) 863-8932,https://stores.footlocker.no/en/no-30/strommen/,,Foot Locker,Q63335
https://stores.footlocker.no/en/no-12/bergen/,footlocker,"Foot Locker Locations in Bergen, Hordaland | Approved",,New York,NY,,NO,(800) 863-8932,https://stores.footlocker.no/en/no-12/bergen/,,Foot Locker,Q63335
https://stores.footlocker.no/en/no-10/kristiansand/,footlocker,"Foot Locker Locations in Kristiansand, Vest-Agder | Approved",,New York,NY,,NO,(800) 863-8932,https://stores.footlocker.no/en/no-10/kristiansand/,,Foot Locker,Q63335
https://stores.footlocker.no/en/no-19/sandvika/,footlocker,"Foot Locker Locations in Sandvika, Troms | Approved",,New York,NY,,NO,(800) 863-8932,https://stores.footlocker.no/en/no-19/sandvika/,,Foot Locker,Q63335
https://stores.footlocker.no/en/no-03/oslo/,footlocker,"Foot Locker Locations in Oslo, Oslo | Approved",,New York,NY,,NO,(800) 863-8932,https://stores.footlocker.no/en/no-03/oslo/,,Foot Locker,Q63335
https://stores.footlocker.no/en/no-30/,footlocker,Foot Locker Locations in Viken | Approved,,New York,NY,,NO,(800) 863-8932,https://stores.footlocker.no/en/no-30/,,Foot Locker,Q63335
https://stores.footlocker.no/en/no-19/,footlocker,Foot Locker Locations in Troms | Approved,,New York,NY,,NO,(800) 863-8932,https://stores.footlocker.no/en/no-19/,,Foot Locker,Q63335
https://stores.footlocker.no/en/no-12/,footlocker,Foot Locker Locations in Hordaland | Approved,,New York,NY,,NO,(800) 863-8932,https://stores.footlocker.no/en/no-12/,,Foot Locker,Q63335
https://stores.footlocker.no/en/no-10/,footlocker,Foot Locker Locations in Vest-Agder | Approved,,New York,NY,,NO,(800) 863-8932,https://stores.footlocker.no/en/no-10/,,Foot Locker,Q63335
https://stores.footlocker.no/en/,footlocker,Find the nearest Foot Locker location near you | It's Your Time,,New York,NY,,NO,(800) 863-8932,https://stores.footlocker.no/en/,,Foot Locker,Q63335
https://stores.footlocker.no/en/no-03/,footlocker,Foot Locker Locations in Oslo | Approved,,New York,NY,,NO,(800) 863-8932,https://stores.footlocker.no/en/no-03/,,Foot Locker,Q63335
