Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
canythx-hampton-guangzhou-baiyun-avenue-north,hilton,Hampton by Hilton Guangzhou Baiyun Avenue North,"109 Yongtaijixian Road, Baiyun District, Guangzhou, 510080, China",,,,CN,+86 20 8615 8788,https://www.hilton.com/ar/hotels/canythx-hampton-guangzhou-baiyun-avenue-north/,,Hampton by Hilton,Q5646230
65709676,moneygram,BOC - #12890 - GDGZ DONGHU SUBBRANCH,,GUANGZHOU,,,CN,+86 20 8379 2750,,Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
65709692,moneygram,BOC - #33535 - GDGZ DONGSHAN SUBBRANCH,,GUANGZHOU,,,CN,+86 20 3887 4617,,Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
65709702,moneygram,BOC - #12894 - GDGZ DONGYUAN SUBBRANCH,,GUANGZHOU,,,CN,+86 20 8767 3037,,Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
65709715,moneygram,BOC - #12899 - GDGZ JINCHENG MASSION SUB,,GUANGZHOU,,,CN,+86 20 3860 6254,,Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
65709731,moneygram,BOC - #12893 - GDGZ MIAOQIANXIJIE SUBBRA,,GUANGZHOU,,,CN,+86 20 8767 1423,,Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
65710034,moneygram,BOC - #12888 - GDGZ GOLF MASSION SUBBRAN,,GUANGZHOU,,,CN,+86 20 8767 8186,,Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
65710047,moneygram,BOC - #12887 - GDGZ NONGLINXIALU SUBBRAN,,GUANGZHOU,,,CN,+86 20 8761 9302,,Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
65710050,moneygram,BOC - #12895 - GDGZ ZHONGSHANYI SUBBRANC,,GUANGZHOU,,,CN,+86 20 8776 0430,,Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
65710076,moneygram,BOC - #12896 - GDGZ SHAHEDING SUBBRANCH,,GUANGZHOU,,,CN,+86 20 8704 8150,,Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
65710089,moneygram,BOC - #12898 - GDGZ XIANLIE (S) SUBBRANC,,GUANGZHOU,,,CN,+86 20 8767 3482,,Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
65710115,moneygram,BOC - #12979 - GDGZ DONGFENG (E) SUBBRAN,,GUANGZHOU,,,CN,+86 20 3788 5160,,Mo-Fr 09:00-17:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
