City,Place Name,Zipcode,Name
JOYA DE LOS SACHAS,visa,,unknown,unknown
EL COCA,visa,,unknown,unknown
FRANCISCO DE ORELLANA,visa,,unknown,unknown
ORELLANA,visa,,unknown,unknown
Orellana,western_union,,unknown,SRNP DIF CA FF006 AV 9 DE OCTUBRE ORELLA
La Joya De Los Sachas,western_union,,unknown,MONEY TRANSFER WESTERN COMUNITARIO
Joya De Los Sagchas,western_union,,unknown,SRNP FE FARM ECONOMICAS SACHA JOYA SAC
Joya De Los Sachas,western_union,,unknown,CISLATAM JOYA DE LOS SACHAS
Coca,western_union,,unknown,SRNP DIF CA FF004 CALLE NAPO ORELLANA
Elcoca,western_union,,unknown,ITIL SERVICIOS
El Coca,western_union,,unknown,COCA TORRES
Francisco De Orellana,western_union,,unknown,SRNP TIA 443 EL COCA
Loreto,western_union,,unknown,SRNP MULTISERVICIOS KMS LORETO
Aguarico,western_union,,unknown,CIS PAGO AGIL VIVERES EN GENERAL LUCYMAR
