State,Place Name,City,Establishments
PROVIDENCIALESTURKSCAICOS,anatomie,Grace Bay Beach Road,1
UNKNOWN,enterprise,Providenciales,2
UNKNOWN,lhw,Providenciales,3
UNKNOWN,man_truck_and_bus,"Turks & Caicos, BWI",1
UNKNOWN,marriott,Providenciales,2
UNKNOWN,moneygram,GRAND TURK,2
UNKNOWN,moneygram,SOUTH CAICOS,1
UNKNOWN,moneygram,GRACE BAY,1
UNKNOWN,moneygram,THE BIGHT,1
UNKNOWN,moneygram,BOTTLE CREEK SETTLEMENTS,1
UNKNOWN,sixt,Providenciales,2
UNKNOWN,sixt,Turks and Caicos,1
UNKNOWN,visa,GRAND TURK,2
UNKNOWN,visa,COCKBURN TOWN,7
UNKNOWN,visa,COCKBOURN TOWN SOUTH CAICOS,1
UNKNOWN,visa,PROVIDENCIALES,7
PROVIDENCIALES,visa,PROVIDENCIALES,2
NORTHCAICOS,western_union,North Caicos,1
UNKNOWN,western_union,Providenciales,1
PROVIDENCIALES,western_union,Grace Bay,1
